Precinct,County,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,calc_participation
Hugh Howell,DeKalb,1773.0,113.0,222.0,180.0,1.0,516.0,120.0,482.0,308.0,0.0,910.0,3.0,12.0,12.0,0.0,27.0,1453.0,82.0
Harris-Narvie J Harris Elem,DeKalb,4031.0,20.0,47.0,24.0,0.0,91.0,161.0,1583.0,783.0,10.0,2537.0,3.0,14.0,9.0,0.0,26.0,2654.0,65.8
Harris-Margaret Harris ED,DeKalb,1462.0,51.0,71.0,45.0,1.0,168.0,107.0,467.0,318.0,4.0,896.0,6.0,6.0,3.0,0.0,15.0,1079.0,73.8
Idlewood Elem,DeKalb,2472.0,94.0,150.0,86.0,2.0,332.0,180.0,718.0,401.0,8.0,1307.0,6.0,2.0,5.0,0.0,13.0,1652.0,66.8
Indian Creek,DeKalb,2318.0,51.0,90.0,69.0,5.0,215.0,147.0,496.0,352.0,10.0,1005.0,7.0,10.0,4.0,0.0,21.0,1241.0,53.5
Johnson Estates,DeKalb,1600.0,50.0,124.0,95.0,0.0,269.0,38.0,519.0,565.0,0.0,1122.0,3.0,13.0,6.0,0.0,22.0,1413.0,88.3
Jolly Elem,DeKalb,3679.0,107.0,186.0,129.0,5.0,427.0,233.0,905.0,602.0,13.0,1753.0,6.0,5.0,10.0,1.0,22.0,2202.0,59.9
Kelley Lake Elem,DeKalb,3015.0,20.0,34.0,24.0,0.0,78.0,275.0,760.0,589.0,3.0,1627.0,5.0,6.0,6.0,0.0,17.0,1722.0,57.1
Kingsley Elem,DeKalb,2490.0,191.0,569.0,305.0,2.0,1067.0,79.0,474.0,484.0,6.0,1043.0,11.0,8.0,6.0,1.0,26.0,2136.0,85.8
Kelley Chapel Road,DeKalb,1337.0,17.0,15.0,9.0,0.0,41.0,110.0,460.0,326.0,1.0,897.0,0.0,2.0,3.0,0.0,5.0,943.0,70.5
Knollwood,DeKalb,2546.0,48.0,41.0,15.0,1.0,105.0,230.0,669.0,477.0,11.0,1387.0,10.0,4.0,0.0,1.0,15.0,1507.0,59.2
Kittredge Elem,DeKalb,2161.0,127.0,432.0,174.0,1.0,734.0,64.0,568.0,444.0,3.0,1079.0,10.0,10.0,12.0,0.0,32.0,1845.0,85.4
Lakeside High,DeKalb,3216.0,156.0,397.0,263.0,3.0,819.0,151.0,942.0,672.0,0.0,1765.0,11.0,18.0,20.0,0.0,49.0,2633.0,81.9
Lavista Road,DeKalb,2223.0,95.0,183.0,153.0,1.0,432.0,102.0,532.0,637.0,4.0,1275.0,5.0,3.0,14.0,0.0,22.0,1729.0,77.8
Lavista,DeKalb,3223.0,110.0,230.0,170.0,4.0,514.0,170.0,823.0,626.0,7.0,1626.0,10.0,7.0,9.0,0.0,26.0,2166.0,67.2
Lithonia,DeKalb,1730.0,25.0,30.0,18.0,1.0,74.0,225.0,381.0,220.0,2.0,828.0,5.0,6.0,4.0,0.0,15.0,917.0,53.0
Lin-Mary Lin Elem,DeKalb,3009.0,68.0,153.0,87.0,2.0,310.0,109.0,1057.0,929.0,5.0,2100.0,6.0,13.0,14.0,0.0,33.0,2443.0,81.2
Lithonia High,DeKalb,3610.0,28.0,30.0,22.0,0.0,80.0,320.0,1085.0,537.0,13.0,1955.0,11.0,9.0,5.0,0.0,25.0,2060.0,57.1
Livsey Elem,DeKalb,1350.0,68.0,223.0,100.0,0.0,391.0,56.0,379.0,284.0,0.0,719.0,5.0,4.0,7.0,0.0,16.0,1126.0,83.4
Miller-Eldridge L Miller Elem,DeKalb,3455.0,38.0,63.0,42.0,0.0,143.0,286.0,934.0,700.0,8.0,1928.0,2.0,7.0,9.0,0.0,18.0,2089.0,60.5
McNair High,DeKalb,4160.0,45.0,71.0,47.0,0.0,163.0,254.0,1419.0,988.0,6.0,2667.0,11.0,13.0,10.0,0.0,34.0,2864.0,68.8
Marbut Elem,DeKalb,4234.0,21.0,38.0,19.0,3.0,81.0,315.0,1411.0,632.0,19.0,2377.0,9.0,9.0,3.0,0.0,21.0,2479.0,58.5
McNair,DeKalb,2794.0,21.0,43.0,16.0,0.0,80.0,169.0,825.0,624.0,5.0,1623.0,5.0,5.0,8.0,2.0,20.0,1723.0,61.7
McLendon,DeKalb,3607.0,69.0,233.0,121.0,0.0,423.0,157.0,973.0,885.0,10.0,2025.0,11.0,9.0,23.0,0.0,43.0,2491.0,69.1
McWilliams,DeKalb,2517.0,21.0,27.0,15.0,0.0,63.0,137.0,969.0,562.0,5.0,1673.0,6.0,5.0,3.0,0.0,14.0,1750.0,69.5
Medlock,DeKalb,2208.0,65.0,128.0,115.0,0.0,308.0,130.0,665.0,674.0,2.0,1471.0,9.0,12.0,5.0,0.0,26.0,1805.0,81.7
Midvale Elem,DeKalb,2747.0,158.0,506.0,298.0,1.0,963.0,93.0,665.0,572.0,3.0,1333.0,12.0,11.0,8.0,0.0,31.0,2327.0,84.7
Miller Grove,DeKalb,4747.0,22.0,47.0,26.0,1.0,96.0,337.0,1377.0,696.0,14.0,2424.0,2.0,8.0,7.0,0.0,17.0,2537.0,53.4
Montclair Elem,DeKalb,2194.0,66.0,83.0,18.0,1.0,168.0,183.0,625.0,251.0,8.0,1067.0,4.0,7.0,2.0,0.0,13.0,1248.0,56.9
Montreal,DeKalb,2586.0,86.0,174.0,114.0,1.0,375.0,172.0,778.0,505.0,4.0,1459.0,8.0,3.0,9.0,0.0,20.0,1854.0,71.7
Meadowview,DeKalb,3511.0,29.0,34.0,38.0,1.0,102.0,206.0,983.0,757.0,13.0,1959.0,2.0,14.0,6.0,0.0,22.0,2083.0,59.3
Memorial South,DeKalb,3138.0,45.0,65.0,37.0,3.0,150.0,229.0,729.0,371.0,17.0,1346.0,2.0,4.0,3.0,1.0,10.0,1506.0,48.0
Midway,DeKalb,3139.0,28.0,61.0,43.0,1.0,133.0,166.0,755.0,625.0,7.0,1553.0,7.0,9.0,9.0,0.0,25.0,1711.0,54.5
McNair Academy,DeKalb,1900.0,19.0,22.0,11.0,1.0,53.0,126.0,627.0,456.0,4.0,1213.0,9.0,1.0,4.0,0.0,14.0,1280.0,67.4
Mount Vernon East,DeKalb,2651.0,187.0,662.0,258.0,1.0,1108.0,86.0,626.0,409.0,3.0,1124.0,9.0,16.0,8.0,0.0,33.0,2265.0,85.4
Mathis-Bob Mathis Elem,DeKalb,2789.0,15.0,39.0,36.0,0.0,90.0,213.0,934.0,699.0,6.0,1852.0,1.0,7.0,3.0,0.0,11.0,1953.0,70.0
Mount Vernon West,DeKalb,2303.0,105.0,515.0,176.0,6.0,802.0,59.0,642.0,378.0,5.0,1084.0,5.0,24.0,6.0,0.0,35.0,1921.0,83.4
Metropolitan,DeKalb,3405.0,29.0,86.0,43.0,3.0,161.0,166.0,1364.0,766.0,8.0,2304.0,9.0,23.0,11.0,0.0,43.0,2508.0,73.7
Montgomery Elem,DeKalb,2446.0,158.0,429.0,195.0,1.0,783.0,95.0,648.0,509.0,4.0,1256.0,5.0,15.0,14.0,1.0,35.0,2074.0,84.8
Miller Grove Road,DeKalb,2151.0,14.0,42.0,19.0,0.0,75.0,170.0,725.0,505.0,4.0,1404.0,5.0,4.0,2.0,0.0,11.0,1490.0,69.3
Midvale Road,DeKalb,1832.0,44.0,112.0,54.0,0.0,210.0,132.0,599.0,327.0,2.0,1060.0,0.0,14.0,2.0,0.0,16.0,1286.0,70.2
Miller Grove High,DeKalb,3470.0,21.0,31.0,18.0,0.0,70.0,269.0,975.0,446.0,10.0,1700.0,6.0,7.0,6.0,0.0,19.0,1789.0,51.6
North Decatur,DeKalb,2166.0,44.0,75.0,69.0,3.0,191.0,102.0,613.0,520.0,10.0,1245.0,4.0,7.0,5.0,0.0,16.0,1452.0,67.0
North Hairston,DeKalb,2329.0,39.0,68.0,48.0,3.0,158.0,206.0,625.0,404.0,7.0,1242.0,4.0,6.0,3.0,0.0,13.0,1413.0,60.7
Northlake,DeKalb,1509.0,99.0,112.0,112.0,0.0,323.0,86.0,433.0,389.0,1.0,909.0,7.0,11.0,10.0,0.0,28.0,1260.0,83.5
North Peachtree,DeKalb,1916.0,79.0,182.0,82.0,2.0,345.0,114.0,446.0,287.0,4.0,851.0,10.0,8.0,4.0,0.0,22.0,1218.0,63.6
Oak Grove Elem,DeKalb,2253.0,115.0,269.0,140.0,1.0,525.0,125.0,607.0,609.0,0.0,1341.0,5.0,6.0,13.0,0.0,24.0,1890.0,83.9
Oakcliff Elem,DeKalb,2125.0,100.0,169.0,106.0,2.0,377.0,246.0,392.0,265.0,10.0,913.0,4.0,4.0,5.0,0.0,13.0,1303.0,61.3
Oakhurst,DeKalb,2398.0,34.0,69.0,31.0,0.0,134.0,98.0,1050.0,753.0,3.0,1904.0,13.0,11.0,10.0,0.0,34.0,2072.0,86.4
Oak View Elem,DeKalb,5011.0,21.0,44.0,22.0,1.0,88.0,346.0,1725.0,759.0,19.0,2849.0,7.0,5.0,3.0,0.0,15.0,2952.0,58.9
Peachcrest,DeKalb,2458.0,30.0,59.0,32.0,0.0,121.0,161.0,610.0,442.0,5.0,1218.0,6.0,4.0,7.0,0.0,17.0,1356.0,55.2
Peachtree Middle,DeKalb,3502.0,120.0,361.0,170.0,2.0,653.0,187.0,1045.0,565.0,6.0,1803.0,6.0,11.0,8.0,0.0,25.0,2481.0,70.8
Princeton Elem,DeKalb,2376.0,13.0,43.0,17.0,0.0,73.0,168.0,840.0,455.0,6.0,1469.0,1.0,3.0,1.0,0.0,5.0,1547.0,65.1
Pine Lake,DeKalb,632.0,34.0,7.0,8.0,0.0,49.0,218.0,135.0,72.0,0.0,425.0,3.0,0.0,1.0,0.0,4.0,478.0,75.6
Pleasantdale Road,DeKalb,4538.0,94.0,204.0,95.0,1.0,394.0,399.0,1096.0,563.0,10.0,2068.0,7.0,16.0,19.0,0.0,42.0,2504.0,55.2
Ponce de Leon,DeKalb,3766.0,49.0,94.0,131.0,2.0,276.0,106.0,890.0,1631.0,13.0,2640.0,5.0,10.0,9.0,0.0,24.0,2940.0,78.1
Panola,DeKalb,1586.0,14.0,28.0,20.0,0.0,62.0,125.0,468.0,333.0,2.0,928.0,2.0,4.0,1.0,0.0,7.0,997.0,62.9
Panola Way Elem,DeKalb,2252.0,11.0,22.0,17.0,1.0,51.0,198.0,579.0,318.0,19.0,1114.0,4.0,7.0,3.0,1.0,15.0,1180.0,52.4
Piney Grove,DeKalb,2018.0,11.0,40.0,10.0,1.0,62.0,159.0,524.0,354.0,5.0,1042.0,4.0,5.0,2.0,0.0,11.0,1115.0,55.3
Panola Road,DeKalb,2884.0,13.0,27.0,12.0,0.0,52.0,184.0,1011.0,587.0,9.0,1791.0,2.0,7.0,2.0,0.0,11.0,1854.0,64.3
Rainbow Elem,DeKalb,3768.0,23.0,47.0,47.0,1.0,118.0,245.0,1204.0,846.0,7.0,2302.0,2.0,4.0,3.0,1.0,10.0,2430.0,64.5
Redan Elem,DeKalb,3020.0,23.0,36.0,23.0,1.0,83.0,199.0,1143.0,593.0,7.0,1942.0,0.0,7.0,2.0,0.0,9.0,2034.0,67.4
Rehoboth,DeKalb,1813.0,109.0,157.0,156.0,2.0,424.0,61.0,433.0,532.0,2.0,1028.0,6.0,9.0,7.0,0.0,22.0,1474.0,81.3
Rockbridge Elem,DeKalb,3595.0,38.0,82.0,40.0,6.0,166.0,290.0,929.0,518.0,17.0,1754.0,7.0,2.0,4.0,0.0,13.0,1933.0,53.8
Rock Chapel Elem,DeKalb,2910.0,16.0,49.0,26.0,1.0,92.0,209.0,1094.0,509.0,7.0,1819.0,4.0,8.0,1.0,0.0,13.0,1924.0,66.1
Rowland Elem,DeKalb,3765.0,32.0,63.0,42.0,1.0,138.0,276.0,909.0,587.0,8.0,1780.0,6.0,8.0,6.0,0.0,20.0,1938.0,51.5
Redan-Trotti Library,DeKalb,3990.0,17.0,41.0,31.0,0.0,89.0,252.0,1275.0,748.0,21.0,2296.0,13.0,7.0,4.0,1.0,25.0,2410.0,60.4
Rockbridge Road,DeKalb,3965.0,31.0,72.0,39.0,2.0,144.0,279.0,1464.0,964.0,8.0,2715.0,6.0,4.0,8.0,0.0,18.0,2877.0,72.6
Rowland Road,DeKalb,2080.0,33.0,35.0,43.0,1.0,112.0,166.0,594.0,415.0,7.0,1182.0,2.0,3.0,3.0,0.0,8.0,1302.0,62.6
Redan Road,DeKalb,2932.0,24.0,38.0,31.0,0.0,93.0,215.0,878.0,515.0,12.0,1620.0,5.0,8.0,4.0,1.0,18.0,1731.0,59.0
Rock Chapel Road,DeKalb,4178.0,30.0,112.0,87.0,2.0,231.0,237.0,1592.0,789.0,18.0,2636.0,1.0,7.0,4.0,0.0,12.0,2879.0,68.9
Redan Middle,DeKalb,2496.0,17.0,47.0,21.0,1.0,86.0,143.0,860.0,527.0,5.0,1535.0,5.0,6.0,6.0,0.0,17.0,1638.0,65.6
Sagamore Hills Elem,DeKalb,2925.0,141.0,308.0,261.0,0.0,710.0,144.0,811.0,846.0,0.0,1801.0,14.0,15.0,6.0,0.0,35.0,2546.0,87.0
Scott,DeKalb,2805.0,68.0,150.0,93.0,2.0,313.0,92.0,780.0,910.0,1.0,1783.0,7.0,10.0,19.0,0.0,36.0,2132.0,76.0
Shaw-Robert Shaw Elem,DeKalb,2892.0,45.0,79.0,47.0,0.0,171.0,233.0,835.0,576.0,3.0,1647.0,7.0,6.0,9.0,0.0,22.0,1840.0,63.6
Stone Mountain Elem,DeKalb,2338.0,39.0,111.0,234.0,0.0,384.0,139.0,492.0,551.0,3.0,1185.0,3.0,4.0,3.0,0.0,10.0,1579.0,67.5
Silver Lake,DeKalb,4979.0,196.0,985.0,338.0,3.0,1522.0,143.0,1142.0,884.0,4.0,2173.0,8.0,27.0,17.0,0.0,52.0,3747.0,75.3
Skyland,DeKalb,2100.0,142.0,368.0,139.0,1.0,650.0,98.0,536.0,351.0,5.0,990.0,7.0,11.0,10.0,1.0,29.0,1669.0,79.5
Snapfinger Elem,DeKalb,1894.0,25.0,17.0,20.0,1.0,63.0,151.0,611.0,507.0,0.0,1269.0,4.0,3.0,3.0,0.0,10.0,1342.0,70.9
Smoke Rise,DeKalb,2108.0,138.0,315.0,218.0,1.0,672.0,80.0,538.0,440.0,0.0,1058.0,5.0,10.0,7.0,0.0,22.0,1752.0,83.1
Stone Mtn Middle,DeKalb,3247.0,32.0,50.0,48.0,1.0,131.0,280.0,600.0,311.0,17.0,1208.0,6.0,9.0,5.0,0.0,20.0,1359.0,41.9
Stone Mill Elem,DeKalb,3714.0,39.0,47.0,47.0,0.0,133.0,320.0,663.0,446.0,16.0,1445.0,4.0,10.0,4.0,0.0,18.0,1596.0,43.0
Shadow Rock Elem,DeKalb,4347.0,30.0,71.0,54.0,1.0,156.0,274.0,1542.0,1025.0,12.0,2853.0,3.0,5.0,8.0,0.0,16.0,3025.0,69.6
Stoneview Elem,DeKalb,1988.0,12.0,36.0,23.0,0.0,71.0,162.0,488.0,244.0,10.0,904.0,1.0,3.0,3.0,0.0,7.0,982.0,49.4
Salem Middle,DeKalb,3519.0,21.0,48.0,26.0,0.0,95.0,209.0,1391.0,830.0,6.0,2436.0,5.0,8.0,8.0,0.0,21.0,2552.0,72.5
Shamrock,DeKalb,1600.0,82.0,134.0,83.0,0.0,299.0,116.0,429.0,478.0,6.0,1029.0,1.0,3.0,6.0,0.0,10.0,1338.0,83.6
South Deshon,DeKalb,3470.0,27.0,44.0,23.0,1.0,95.0,241.0,1269.0,634.0,12.0,2156.0,5.0,4.0,6.0,0.0,15.0,2266.0,65.3
Stone Mtn Champion,DeKalb,3098.0,73.0,62.0,49.0,0.0,184.0,273.0,764.0,456.0,9.0,1502.0,8.0,8.0,6.0,1.0,23.0,1709.0,55.2
Stone Mtn,DeKalb,1711.0,45.0,97.0,40.0,1.0,183.0,161.0,333.0,305.0,2.0,801.0,3.0,4.0,2.0,0.0,9.0,993.0,58.0
Snapfinger Road N,DeKalb,2705.0,8.0,41.0,20.0,0.0,69.0,232.0,683.0,474.0,6.0,1395.0,4.0,2.0,2.0,0.0,8.0,1472.0,54.4
Snapfinger Road S,DeKalb,1960.0,27.0,24.0,11.0,0.0,62.0,137.0,719.0,441.0,3.0,1300.0,4.0,3.0,6.0,0.0,13.0,1375.0,70.2
Stephenson Middle,DeKalb,3822.0,49.0,68.0,37.0,0.0,154.0,271.0,1383.0,775.0,2.0,2431.0,5.0,4.0,5.0,0.0,14.0,2599.0,68.0
South Hairston,DeKalb,3814.0,30.0,46.0,29.0,1.0,106.0,346.0,1072.0,630.0,16.0,2064.0,3.0,6.0,8.0,0.0,17.0,2187.0,57.3
Stephenson High,DeKalb,3555.0,32.0,83.0,43.0,1.0,159.0,242.0,1175.0,797.0,5.0,2219.0,5.0,5.0,8.0,1.0,19.0,2397.0,67.4
Stonecrest Library,DeKalb,3720.0,27.0,53.0,19.0,3.0,102.0,200.0,1518.0,555.0,12.0,2285.0,3.0,9.0,1.0,0.0,13.0,2400.0,64.5
Snapfinger Road,DeKalb,4872.0,18.0,71.0,27.0,0.0,116.0,201.0,2195.0,1092.0,11.0,3499.0,4.0,9.0,3.0,0.0,16.0,3631.0,74.5
