,Precinct,County,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,calc_participation
45,Roberts,Jones,0.0,418.0,552.0,179.0,0.0,1149.0,122.0,277.0,172.0,0.0,571.0,14.0,18.0,7.0,1.0,40.0,1760.0,
49,Sanders,Jones,0.0,88.0,12.0,10.0,0.0,110.0,12.0,5.0,7.0,0.0,24.0,3.0,0.0,1.0,0.0,4.0,138.0,
42,Hawkins,Jones,0.0,238.0,491.0,115.0,0.0,844.0,183.0,623.0,485.0,0.0,1291.0,14.0,26.0,7.0,0.0,47.0,2182.0,
46,Davidson,Jones,0.0,335.0,465.0,100.0,1.0,901.0,37.0,77.0,53.0,0.0,167.0,15.0,9.0,3.0,0.0,27.0,1095.0,
47,Pope,Jones,0.0,285.0,505.0,98.0,1.0,889.0,114.0,175.0,126.0,0.0,415.0,14.0,5.0,3.0,0.0,22.0,1326.0,
48,Barron,Jones,0.0,261.0,376.0,92.0,0.0,729.0,65.0,103.0,92.0,0.0,260.0,5.0,4.0,6.0,0.0,15.0,1004.0,
50,Finney,Jones,0.0,558.0,683.0,199.0,1.0,1441.0,74.0,214.0,176.0,0.0,464.0,25.0,27.0,5.0,0.0,57.0,1962.0,
41,Gray,Jones,0.0,234.0,1073.0,208.0,0.0,1515.0,44.0,254.0,160.0,0.0,458.0,10.0,25.0,9.0,0.0,44.0,2017.0,
1289,Redbone,Lamar,623.0,175.0,156.0,39.0,0.0,370.0,15.0,30.0,30.0,0.0,75.0,12.0,3.0,1.0,0.0,16.0,461.0,74.0
1291,Milner,Lamar,3948.0,661.0,1334.0,286.0,1.0,2282.0,106.0,233.0,145.0,1.0,485.0,25.0,37.0,11.0,0.0,73.0,2840.0,71.9
1290,L C S C,Lamar,2808.0,310.0,987.0,203.0,4.0,1504.0,61.0,196.0,146.0,1.0,404.0,19.0,24.0,7.0,0.0,50.0,1958.0,69.7
1287,Chappell Mill V FD,Lamar,1577.0,294.0,549.0,99.0,1.0,943.0,28.0,79.0,91.0,0.0,198.0,12.0,9.0,7.0,0.0,28.0,1169.0,74.1
1288,Senior Citizen Bldg,Lamar,1337.0,121.0,342.0,75.0,1.0,539.0,72.0,133.0,102.0,0.0,307.0,6.0,13.0,2.0,0.0,21.0,867.0,64.8
1286,Barnesville,Lamar,2546.0,94.0,267.0,90.0,0.0,451.0,168.0,441.0,359.0,1.0,969.0,16.0,19.0,6.0,0.0,41.0,1461.0,57.4
1473,Lakeland,Lanier,5462.0,455.0,1678.0,246.0,0.0,2379.0,172.0,470.0,270.0,0.0,912.0,28.0,59.0,16.0,0.0,103.0,3394.0,62.1
918,Dudley,Laurens,1121.0,345.0,306.0,93.0,0.0,744.0,36.0,56.0,59.0,0.0,151.0,6.0,4.0,0.0,0.0,10.0,905.0,80.7
926,LCFS 10 Valambrosia,Laurens,2080.0,295.0,398.0,146.0,0.0,839.0,106.0,236.0,170.0,0.0,512.0,14.0,13.0,3.0,0.0,30.0,1381.0,66.4
925,Smith,Laurens,3374.0,373.0,435.0,164.0,0.0,972.0,249.0,369.0,267.0,0.0,885.0,17.0,17.0,6.0,0.0,40.0,1897.0,56.2
924,Reedy Springs,Laurens,894.0,382.0,130.0,46.0,0.0,558.0,37.0,34.0,28.0,0.0,99.0,4.0,3.0,0.0,0.0,7.0,664.0,74.3
923,W T Adams Fire Sta 18,Laurens,2090.0,371.0,594.0,169.0,0.0,1134.0,91.0,197.0,171.0,1.0,460.0,10.0,14.0,6.0,0.0,30.0,1624.0,77.7
922,Rural Fire Sta 17,Laurens,2344.0,464.0,513.0,170.0,0.0,1147.0,103.0,145.0,123.0,0.0,371.0,13.0,8.0,6.0,0.0,27.0,1545.0,65.9
921,Minter,Laurens,937.0,338.0,178.0,86.0,1.0,603.0,16.0,11.0,15.0,0.0,42.0,3.0,1.0,4.0,0.0,8.0,653.0,69.7
917,Brewton,Laurens,1739.0,451.0,329.0,113.0,1.0,894.0,73.0,92.0,70.0,0.0,235.0,1.0,4.0,4.0,0.0,9.0,1138.0,65.4
916,Cadwell,Laurens,749.0,291.0,122.0,48.0,0.0,461.0,26.0,24.0,18.0,0.0,68.0,5.0,1.0,1.0,1.0,8.0,537.0,71.7
920,Harvard,Laurens,406.0,89.0,38.0,26.0,0.0,153.0,52.0,35.0,26.0,0.0,113.0,6.0,3.0,0.0,0.0,9.0,275.0,67.7
911,FBC-FLC,Laurens,4180.0,331.0,1115.0,457.0,0.0,1903.0,168.0,525.0,336.0,1.0,1030.0,19.0,28.0,24.0,0.0,71.0,3004.0,71.9
912,Calhoun Park,Laurens,6053.0,187.0,439.0,210.0,0.0,836.0,505.0,941.0,835.0,0.0,2281.0,23.0,34.0,17.0,0.0,74.0,3191.0,52.7
913,Fire Dept Sta 5,Laurens,3672.0,502.0,1180.0,352.0,0.0,2034.0,130.0,372.0,209.0,0.0,711.0,18.0,15.0,9.0,0.0,42.0,2787.0,75.9
914,Buckeye,Laurens,1047.0,206.0,123.0,56.0,0.0,385.0,79.0,101.0,133.0,1.0,314.0,3.0,3.0,1.0,0.0,7.0,706.0,67.4
919,Hampton Mill,Laurens,1772.0,631.0,359.0,136.0,0.0,1126.0,72.0,44.0,56.0,0.0,172.0,10.0,10.0,2.0,0.0,22.0,1320.0,74.5
915,Burch,Laurens,422.0,157.0,45.0,37.0,0.0,239.0,20.0,12.0,34.0,0.0,66.0,3.0,1.0,0.0,0.0,4.0,309.0,73.2
825,Chokee,Lee,475.0,86.0,83.0,20.0,0.0,189.0,36.0,38.0,74.0,0.0,148.0,0.0,1.0,1.0,0.0,2.0,339.0,71.4
830,Friendship Baptist,Lee,1376.0,216.0,512.0,67.0,0.0,795.0,24.0,97.0,35.0,0.0,156.0,9.0,12.0,4.0,0.0,25.0,976.0,70.9
831,First Baptist,Lee,3921.0,500.0,1387.0,246.0,0.0,2133.0,128.0,467.0,252.0,1.0,848.0,21.0,35.0,14.0,0.0,70.0,3051.0,77.8
832,SDA Church,Lee,1576.0,264.0,539.0,94.0,0.0,897.0,48.0,149.0,80.0,0.0,277.0,13.0,16.0,3.0,0.0,32.0,1206.0,76.5
829,Leesburg,Lee,3313.0,359.0,1009.0,139.0,1.0,1508.0,118.0,357.0,137.0,0.0,612.0,24.0,34.0,4.0,0.0,62.0,2182.0,65.9
828,CJC,Lee,614.0,121.0,254.0,31.0,0.0,406.0,7.0,37.0,16.0,0.0,60.0,5.0,7.0,0.0,0.0,12.0,478.0,77.9
834,Century Fire Station,Lee,3162.0,308.0,976.0,195.0,1.0,1480.0,126.0,413.0,169.0,0.0,708.0,19.0,27.0,9.0,0.0,55.0,2243.0,70.9
826,Redbone,Lee,4841.0,666.0,1737.0,267.0,2.0,2672.0,127.0,337.0,201.0,1.0,666.0,32.0,25.0,12.0,0.0,69.0,3407.0,70.4
827,Smithville,Lee,998.0,111.0,232.0,43.0,0.0,386.0,96.0,93.0,58.0,0.0,247.0,3.0,6.0,1.0,0.0,10.0,643.0,64.4
833,Flint Reformed Baptist,Lee,2621.0,312.0,841.0,100.0,0.0,1253.0,89.0,237.0,111.0,0.0,437.0,11.0,25.0,4.0,0.0,40.0,1730.0,66.0
1529,Walthourville,Liberty,3016.0,89.0,256.0,74.0,0.0,419.0,138.0,770.0,346.0,0.0,1254.0,22.0,32.0,17.0,0.0,71.0,1744.0,57.8
1528,Liberty County Complex,Liberty,4379.0,204.0,951.0,173.0,0.0,1328.0,122.0,875.0,522.0,0.0,1519.0,21.0,53.0,14.0,0.0,88.0,2935.0,67.0
1522,Lyman Hall School,Liberty,4542.0,133.0,332.0,116.0,1.0,582.0,255.0,871.0,561.0,0.0,1687.0,33.0,54.0,20.0,0.0,107.0,2376.0,52.3
1523,Lewis Frasier School,Liberty,4317.0,142.0,644.0,191.0,0.0,977.0,183.0,972.0,585.0,0.0,1740.0,24.0,36.0,19.0,0.0,79.0,2796.0,64.8
1521,Riceboro Youth Center,Liberty,1083.0,29.0,99.0,19.0,0.0,147.0,89.0,300.0,191.0,0.0,580.0,4.0,12.0,4.0,0.0,20.0,747.0,69.0
1525,Button Gwinnett,Liberty,2304.0,70.0,92.0,35.0,0.0,197.0,71.0,125.0,102.0,0.0,298.0,10.0,16.0,11.0,0.0,37.0,532.0,23.1
1526,Town of Allenhurst,Liberty,2398.0,83.0,217.0,74.0,0.0,374.0,144.0,674.0,337.0,0.0,1155.0,17.0,25.0,9.0,0.0,51.0,1580.0,65.9
1533,Hinesville Lodge 271,Liberty,2646.0,103.0,220.0,92.0,0.0,415.0,144.0,556.0,350.0,0.0,1050.0,19.0,28.0,18.0,0.0,65.0,1530.0,57.8
1532,Gum Branch,Liberty,3193.0,252.0,475.0,110.0,0.0,837.0,95.0,443.0,302.0,0.0,840.0,18.0,27.0,13.0,1.0,59.0,1736.0,54.4
1531,Fleming East,Liberty,3239.0,339.0,918.0,197.0,0.0,1454.0,76.0,311.0,209.0,0.0,596.0,17.0,35.0,8.0,0.0,60.0,2110.0,65.1
1530,Fleming West,Liberty,505.0,27.0,48.0,19.0,0.0,94.0,36.0,115.0,88.0,0.0,239.0,2.0,5.0,0.0,0.0,7.0,340.0,67.3
1524,Memorial Dr East,Liberty,1976.0,48.0,117.0,46.0,1.0,212.0,100.0,410.0,277.0,2.0,789.0,12.0,15.0,8.0,0.0,35.0,1036.0,52.4
1527,Hinesville,Liberty,1984.0,78.0,321.0,98.0,0.0,497.0,78.0,318.0,195.0,0.0,591.0,7.0,18.0,10.0,0.0,35.0,1123.0,56.6
744,Midway,Lincoln,587.0,95.0,161.0,44.0,0.0,300.0,29.0,25.0,65.0,0.0,119.0,3.0,4.0,1.0,0.0,8.0,427.0,72.7
745,Lincoln Club House,Lincoln,799.0,62.0,131.0,28.0,0.0,221.0,58.0,109.0,142.0,2.0,311.0,3.0,2.0,1.0,0.0,6.0,538.0,67.3
746,Lincoln Center,Lincoln,1489.0,166.0,537.0,122.0,0.0,825.0,45.0,98.0,91.0,0.0,234.0,9.0,13.0,5.0,0.0,27.0,1086.0,72.9
747,Faith Temple of Lincoln,Lincoln,489.0,76.0,115.0,26.0,0.0,217.0,20.0,53.0,51.0,0.0,124.0,1.0,4.0,4.0,0.0,9.0,350.0,71.6
748,Tabernacle,Lincoln,1003.0,123.0,230.0,50.0,0.0,403.0,55.0,102.0,132.0,0.0,289.0,6.0,3.0,6.0,0.0,15.0,707.0,70.5
749,Bethany Church,Lincoln,575.0,111.0,166.0,53.0,0.0,330.0,9.0,29.0,25.0,0.0,63.0,2.0,9.0,3.0,0.0,14.0,407.0,70.8
750,Martins Crossroad,Lincoln,1234.0,229.0,427.0,94.0,1.0,751.0,26.0,71.0,79.0,0.0,176.0,8.0,12.0,5.0,0.0,25.0,952.0,77.1
1668,Beards Creek,Long,1539.0,197.0,241.0,47.0,1.0,486.0,87.0,135.0,87.0,1.0,310.0,7.0,7.0,4.0,0.0,18.0,814.0,52.9
1669,Rye Patch/Oak Dale,Long,3131.0,320.0,599.0,81.0,5.0,1005.0,70.0,344.0,137.0,0.0,551.0,26.0,37.0,6.0,0.0,69.0,1625.0,51.9
1670,South Ludowici,Long,1392.0,82.0,203.0,23.0,0.0,308.0,62.0,161.0,81.0,3.0,307.0,7.0,9.0,3.0,0.0,19.0,634.0,45.5
1671,North Ludowici,Long,2281.0,148.0,379.0,61.0,2.0,590.0,91.0,301.0,104.0,1.0,497.0,18.0,25.0,7.0,0.0,50.0,1137.0,49.8
1672,Tibet,Long,920.0,143.0,258.0,27.0,0.0,428.0,19.0,44.0,17.0,0.0,80.0,5.0,7.0,1.0,0.0,13.0,521.0,56.6
1673,Alma Flournoy,Long,298.0,64.0,94.0,7.0,1.0,166.0,6.0,10.0,14.0,1.0,31.0,0.0,2.0,0.0,0.0,2.0,199.0,66.8
1674,Faith Baptist Annex,Long,909.0,92.0,227.0,28.0,0.0,347.0,13.0,74.0,27.0,1.0,115.0,2.0,10.0,0.0,0.0,12.0,474.0,52.1
2050,VSU UC # 2,Lowndes,318.0,6.0,11.0,0.0,1.0,18.0,35.0,45.0,9.0,1.0,90.0,6.0,2.0,1.0,0.0,9.0,117.0,36.8
2043,Northside,Lowndes,17467.0,713.0,4382.0,961.0,29.0,6085.0,492.0,2342.0,1364.0,68.0,4266.0,64.0,157.0,67.0,4.0,292.0,10643.0,60.9
2044,Naylor,Lowndes,1291.0,221.0,325.0,51.0,1.0,598.0,57.0,171.0,79.0,1.0,308.0,3.0,12.0,3.0,0.0,18.0,924.0,71.6
2045,Rainwater,Lowndes,9877.0,580.0,2850.0,583.0,27.0,4040.0,280.0,1232.0,629.0,21.0,2162.0,40.0,97.0,30.0,4.0,171.0,6373.0,64.5
2046,Mildred,Lowndes,4283.0,45.0,204.0,45.0,5.0,299.0,329.0,830.0,549.0,16.0,1724.0,14.0,18.0,7.0,0.0,39.0,2062.0,48.1
2047,Clyattville,Lowndes,4755.0,605.0,1199.0,256.0,12.0,2072.0,130.0,349.0,248.0,6.0,733.0,26.0,29.0,17.0,3.0,75.0,2880.0,60.6
2048,Dasher,Lowndes,4255.0,595.0,1438.0,243.0,19.0,2295.0,66.0,248.0,138.0,1.0,453.0,25.0,32.0,11.0,0.0,68.0,2816.0,66.2
2049,S Lowndes,Lowndes,3967.0,687.0,1136.0,236.0,11.0,2070.0,126.0,252.0,198.0,6.0,582.0,20.0,25.0,8.0,3.0,56.0,2708.0,68.3
2051,Jaycee Shack,Lowndes,6273.0,104.0,412.0,126.0,8.0,650.0,357.0,1511.0,721.0,33.0,2622.0,17.0,39.0,15.0,4.0,75.0,3347.0,53.4
2041,Hahira Train Depot,Lowndes,5526.0,848.0,1832.0,291.0,5.0,2976.0,138.0,428.0,197.0,7.0,770.0,32.0,44.0,7.0,1.0,84.0,3830.0,69.3
2042,Trinity,Lowndes,10900.0,616.0,2252.0,475.0,21.0,3364.0,380.0,1753.0,890.0,14.0,3037.0,62.0,128.0,49.0,4.0,243.0,6644.0,61.0
2053,Mt Calvary,Lowndes,4447.0,44.0,64.0,28.0,11.0,147.0,197.0,864.0,337.0,58.0,1456.0,18.0,35.0,5.0,3.0,61.0,1664.0,37.4
2052,Northgate Assembly,Lowndes,1997.0,91.0,343.0,62.0,13.0,509.0,40.0,210.0,83.0,5.0,338.0,10.0,11.0,5.0,2.0,28.0,875.0,43.8
1220,Dahlonega,Lumpkin,22407.0,1899.0,7817.0,1977.0,1.0,11694.0,255.0,1352.0,1084.0,0.0,2691.0,166.0,345.0,113.0,0.0,624.0,15009.0,67.0
965,Montezuma #5,Macon,1357.0,19.0,143.0,19.0,0.0,181.0,145.0,301.0,177.0,0.0,623.0,1.0,6.0,1.0,0.0,8.0,812.0,59.8
964,Montezuma #4,Macon,1597.0,41.0,240.0,33.0,0.0,314.0,120.0,337.0,197.0,0.0,654.0,5.0,11.0,2.0,0.0,18.0,986.0,61.7
962,Oglethorpe,Macon,1294.0,57.0,257.0,17.0,0.0,331.0,72.0,283.0,100.0,0.0,455.0,3.0,9.0,1.0,0.0,13.0,799.0,61.7
961,Ideal,Macon,1399.0,108.0,347.0,33.0,0.0,488.0,86.0,204.0,78.0,0.0,368.0,6.0,7.0,1.0,0.0,14.0,870.0,62.2
963,Marshallville,Macon,1344.0,84.0,216.0,29.0,0.0,329.0,206.0,184.0,120.0,0.0,510.0,6.0,2.0,2.0,0.0,10.0,849.0,63.2
1426,Collins,Madison,647.0,186.0,160.0,41.0,0.0,387.0,11.0,24.0,21.0,0.0,56.0,6.0,3.0,0.0,0.0,9.0,452.0,69.9
1425,Colbert,Madison,3342.0,435.0,956.0,219.0,0.0,1610.0,140.0,293.0,208.0,1.0,642.0,23.0,23.0,16.0,0.0,62.0,2314.0,69.2
1427,Comer,Madison,1441.0,228.0,352.0,90.0,0.0,670.0,84.0,122.0,134.0,0.0,340.0,14.0,10.0,7.0,0.0,31.0,1041.0,72.2
1428,Danielsville,Madison,3003.0,276.0,1147.0,281.0,0.0,1704.0,35.0,150.0,119.0,0.0,304.0,17.0,31.0,10.0,0.0,58.0,2066.0,68.8
1435,Pittman,Madison,1949.0,354.0,547.0,214.0,0.0,1115.0,55.0,99.0,100.0,0.0,254.0,20.0,16.0,9.0,0.0,45.0,1414.0,72.6
1434,Paoli,Madison,267.0,99.0,63.0,20.0,0.0,182.0,9.0,8.0,11.0,0.0,28.0,1.0,0.0,2.0,0.0,3.0,213.0,79.8
1433,Mill,Madison,1646.0,312.0,576.0,131.0,1.0,1020.0,30.0,58.0,60.0,0.0,148.0,12.0,12.0,4.0,0.0,28.0,1196.0,72.7
1436,Poca,Madison,1127.0,269.0,299.0,102.0,0.0,670.0,23.0,44.0,39.0,0.0,106.0,11.0,7.0,6.0,0.0,24.0,800.0,71.0
1431,Hull,Madison,4376.0,514.0,1046.0,355.0,0.0,1915.0,199.0,414.0,281.0,1.0,895.0,40.0,39.0,14.0,0.0,93.0,2903.0,66.3
1430,Harrison,Madison,610.0,232.0,135.0,58.0,0.0,425.0,13.0,19.0,6.0,0.0,38.0,3.0,8.0,0.0,0.0,11.0,474.0,77.7
1429,Fork,Madison,566.0,150.0,77.0,22.0,0.0,249.0,29.0,53.0,43.0,0.0,125.0,11.0,4.0,0.0,0.0,15.0,389.0,68.7
1432,Ila,Madison,1746.0,294.0,522.0,160.0,0.0,976.0,28.0,48.0,60.0,0.0,136.0,10.0,20.0,3.0,0.0,33.0,1145.0,65.6
1292,Pineknot,Marion,971.0,278.0,214.0,56.0,0.0,548.0,12.0,31.0,27.0,0.0,70.0,6.0,4.0,3.0,0.0,13.0,631.0,65.0
1294,Tazewell,Marion,320.0,99.0,88.0,13.0,0.0,200.0,10.0,10.0,16.0,0.0,36.0,3.0,5.0,3.0,0.0,11.0,247.0,77.2
1293,Buena Vista,Marion,2343.0,86.0,494.0,120.0,0.0,700.0,162.0,468.0,336.0,0.0,966.0,7.0,14.0,10.0,0.0,31.0,1697.0,72.4
1296,Fort Perry,Marion,883.0,167.0,214.0,70.0,0.0,451.0,24.0,35.0,32.0,0.0,91.0,5.0,7.0,3.0,0.0,15.0,557.0,63.1
1295,Brantley,Marion,396.0,66.0,151.0,33.0,0.0,250.0,10.0,14.0,21.0,0.0,45.0,0.0,4.0,1.0,0.0,5.0,300.0,75.8
1988,136,McDuffie,1940.0,32.0,114.0,37.0,0.0,183.0,146.0,371.0,310.0,0.0,827.0,11.0,13.0,5.0,0.0,29.0,1039.0,53.6
1987,135,McDuffie,3089.0,164.0,1021.0,222.0,0.0,1407.0,86.0,364.0,200.0,0.0,650.0,8.0,39.0,8.0,0.0,55.0,2112.0,68.4
1986,134,McDuffie,1908.0,57.0,369.0,88.0,0.0,514.0,107.0,350.0,314.0,0.0,771.0,7.0,16.0,5.0,0.0,28.0,1313.0,68.8
1985,133B,McDuffie,1959.0,188.0,718.0,129.0,0.0,1035.0,36.0,158.0,104.0,0.0,298.0,19.0,27.0,1.0,0.0,47.0,1380.0,70.4
1984,133A,McDuffie,1278.0,98.0,396.0,72.0,0.0,566.0,40.0,114.0,94.0,0.0,248.0,2.0,4.0,2.0,0.0,8.0,822.0,64.3
1990,139,McDuffie,978.0,72.0,307.0,61.0,0.0,440.0,26.0,126.0,95.0,0.0,247.0,3.0,7.0,4.0,0.0,14.0,701.0,71.7
1982,131,McDuffie,1172.0,17.0,92.0,41.0,0.0,150.0,78.0,279.0,201.0,0.0,558.0,3.0,8.0,4.0,0.0,15.0,723.0,61.7
1989,137,McDuffie,1202.0,64.0,559.0,114.0,0.0,737.0,22.0,83.0,62.0,0.0,167.0,7.0,15.0,2.0,0.0,24.0,928.0,77.2
1983,132,McDuffie,1507.0,100.0,757.0,140.0,0.0,997.0,10.0,44.0,53.0,0.0,107.0,10.0,16.0,6.0,0.0,32.0,1136.0,75.4
1145,Darien,McIntosh,2441.0,113.0,654.0,216.0,0.0,983.0,56.0,342.0,185.0,0.0,583.0,14.0,23.0,7.0,0.0,44.0,1610.0,66.0
1146,South Newport,McIntosh,2095.0,297.0,637.0,254.0,1.0,1189.0,42.0,172.0,151.0,0.0,365.0,12.0,18.0,17.0,0.0,47.0,1601.0,76.4
1147,North Darien,McIntosh,2157.0,177.0,590.0,134.0,0.0,901.0,83.0,245.0,147.0,0.0,475.0,18.0,18.0,6.0,0.0,42.0,1418.0,65.7
1144,Crescent,McIntosh,1982.0,111.0,280.0,79.0,0.0,470.0,170.0,397.0,239.0,0.0,806.0,15.0,11.0,5.0,0.0,31.0,1307.0,65.9
1143,Townsend,McIntosh,564.0,70.0,89.0,121.0,0.0,280.0,20.0,40.0,54.0,0.0,114.0,4.0,4.0,0.0,0.0,8.0,402.0,71.3
1142,Sapelo Island,McIntosh,53.0,3.0,6.0,1.0,0.0,10.0,12.0,6.0,10.0,0.0,28.0,1.0,0.0,1.0,0.0,2.0,40.0,75.5
779,Gill II,Meriwether,1000.0,35.0,80.0,22.0,0.0,137.0,143.0,142.0,203.0,0.0,488.0,5.0,6.0,5.0,0.0,16.0,641.0,64.1
780,Odessadale,Meriwether,296.0,31.0,77.0,24.0,0.0,132.0,31.0,17.0,38.0,1.0,87.0,2.0,4.0,0.0,0.0,6.0,225.0,76.0
781,Greenville,Meriwether,2009.0,100.0,425.0,118.0,0.0,643.0,104.0,341.0,181.0,1.0,627.0,7.0,19.0,8.0,0.0,34.0,1304.0,64.9
782,Lone Oak,Meriwether,1263.0,152.0,257.0,54.0,0.0,463.0,89.0,148.0,163.0,0.0,400.0,5.0,10.0,8.0,0.0,23.0,886.0,70.2
783,Luthersville,Meriwether,2760.0,372.0,597.0,154.0,0.0,1123.0,152.0,270.0,237.0,0.0,659.0,16.0,17.0,8.0,0.0,41.0,1823.0,66.1
784,Alvaton,Meriwether,1528.0,236.0,342.0,105.0,1.0,684.0,115.0,123.0,128.0,2.0,368.0,8.0,5.0,8.0,0.0,21.0,1073.0,70.2
785,Gay,Meriwether,411.0,79.0,102.0,30.0,0.0,211.0,21.0,16.0,32.0,0.0,69.0,5.0,3.0,0.0,0.0,8.0,288.0,70.1
786,Woodbury,Meriwether,1363.0,143.0,250.0,85.0,0.0,478.0,158.0,143.0,123.0,0.0,424.0,4.0,8.0,1.0,0.0,13.0,915.0,67.1
787,Warm Springs,Meriwether,1161.0,166.0,269.0,86.0,1.0,522.0,91.0,96.0,58.0,0.0,245.0,3.0,5.0,3.0,0.0,11.0,778.0,67.0
788,Durand,Meriwether,730.0,150.0,138.0,51.0,0.0,339.0,44.0,65.0,53.0,0.0,162.0,5.0,4.0,2.0,0.0,11.0,512.0,70.1
789,Raleigh,Meriwether,501.0,110.0,153.0,38.0,0.0,301.0,13.0,23.0,20.0,0.0,56.0,1.0,5.0,2.0,0.0,8.0,365.0,72.9
778,Gill I,Meriwether,1662.0,268.0,322.0,132.0,0.0,722.0,138.0,121.0,130.0,1.0,390.0,13.0,13.0,4.0,0.0,30.0,1142.0,68.7
790,Cove,Meriwether,202.0,89.0,30.0,30.0,0.0,149.0,5.0,0.0,6.0,0.0,11.0,2.0,0.0,1.0,0.0,3.0,163.0,80.7
777,Chalybeate,Meriwether,451.0,163.0,106.0,29.0,0.0,298.0,16.0,8.0,23.0,0.0,47.0,5.0,1.0,0.0,0.0,6.0,351.0,77.8
1534,Colquitt-Miller,Miller,3912.0,479.0,1161.0,253.0,2.0,1895.0,154.0,297.0,201.0,0.0,652.0,17.0,27.0,8.0,0.0,52.0,2599.0,66.4
809,Camilla North,Mitchell,1996.0,44.0,181.0,31.0,0.0,256.0,188.0,378.0,365.0,0.0,931.0,1.0,7.0,3.0,0.0,11.0,1198.0,60.0
807,Baconton,Mitchell,1129.0,146.0,200.0,37.0,0.0,383.0,100.0,120.0,106.0,0.0,326.0,6.0,5.0,1.0,0.0,12.0,721.0,63.9
808,Branchville,Mitchell,599.0,164.0,178.0,26.0,0.0,368.0,11.0,36.0,27.0,0.0,74.0,4.0,3.0,0.0,0.0,7.0,449.0,75.0
811,Cotton,Mitchell,399.0,176.0,71.0,36.0,0.0,283.0,12.0,5.0,6.0,0.0,23.0,2.0,0.0,0.0,0.0,2.0,308.0,77.2
814,Lester,Mitchell,1357.0,262.0,306.0,89.0,0.0,657.0,33.0,49.0,84.0,1.0,167.0,10.0,4.0,2.0,0.0,16.0,840.0,61.9
815,Pebble City,Mitchell,162.0,65.0,25.0,16.0,0.0,106.0,6.0,7.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,121.0,74.7
816,Pelham,Mitchell,3489.0,210.0,654.0,172.0,0.0,1036.0,237.0,382.0,392.0,1.0,1012.0,10.0,18.0,9.0,0.0,37.0,2085.0,59.8
817,Sale City,Mitchell,384.0,136.0,47.0,25.0,0.0,208.0,21.0,19.0,15.0,0.0,55.0,2.0,2.0,0.0,0.0,4.0,267.0,69.5
810,Camilla South,Mitchell,3475.0,114.0,847.0,221.0,1.0,1183.0,156.0,535.0,396.0,2.0,1089.0,8.0,24.0,9.0,0.0,41.0,2313.0,66.6
813,Hinsonton,Mitchell,134.0,78.0,17.0,4.0,0.0,99.0,1.0,4.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,109.0,81.3
812,Hopeful,Mitchell,350.0,90.0,84.0,24.0,2.0,200.0,11.0,12.0,13.0,0.0,36.0,0.0,2.0,1.0,0.0,3.0,239.0,68.3
1244,Middlebrooks,Monroe,1319.0,194.0,516.0,57.0,0.0,767.0,29.0,89.0,38.0,0.0,156.0,11.0,21.0,5.0,0.0,37.0,960.0,72.8
1236,Cabaniss,Monroe,800.0,180.0,181.0,30.0,1.0,392.0,42.0,70.0,31.0,0.0,143.0,12.0,6.0,0.0,0.0,18.0,553.0,69.1
1235,Burgays,Monroe,2268.0,421.0,911.0,187.0,3.0,1522.0,35.0,176.0,92.0,1.0,304.0,14.0,22.0,7.0,0.0,43.0,1869.0,82.4
1234,Brantleys,Monroe,1123.0,224.0,507.0,57.0,0.0,788.0,7.0,70.0,31.0,0.0,108.0,6.0,12.0,1.0,0.0,19.0,915.0,81.5
1233,Bentons,Monroe,2297.0,325.0,928.0,178.0,1.0,1432.0,39.0,180.0,126.0,0.0,345.0,18.0,20.0,3.0,0.0,41.0,1818.0,79.1
1239,Dillards,Monroe,996.0,138.0,360.0,36.0,0.0,534.0,25.0,65.0,32.0,0.0,122.0,7.0,7.0,2.0,0.0,16.0,672.0,67.5
1240,Evers,Monroe,2127.0,263.0,854.0,123.0,0.0,1240.0,45.0,163.0,78.0,0.0,286.0,18.0,25.0,6.0,0.0,49.0,1575.0,74.0
1241,Forsyth,Monroe,4640.0,195.0,947.0,142.0,0.0,1284.0,183.0,877.0,559.0,0.0,1619.0,20.0,35.0,14.0,0.0,69.0,2972.0,64.1
1242,High Falls,Monroe,1994.0,322.0,583.0,105.0,1.0,1011.0,38.0,94.0,63.0,0.0,195.0,15.0,12.0,6.0,0.0,33.0,1239.0,62.1
1243,Kelseys,Monroe,722.0,115.0,151.0,28.0,0.0,294.0,36.0,119.0,77.0,0.0,232.0,2.0,2.0,3.0,0.0,7.0,533.0,73.8
