,Precinct,County,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,calc_participation
2257,Cedar Grove Elem,DeKalb,4097.0,23.0,40.0,21.0,2.0,86.0,286.0,1463.0,761.0,9.0,2519.0,7.0,28.0,14.0,0.0,49.0,2654.0,64.8
2256,Columbia Elem,DeKalb,1794.0,3.0,15.0,9.0,1.0,28.0,148.0,325.0,224.0,10.0,707.0,1.0,6.0,0.0,0.0,7.0,742.0,41.4
2255,Canby Lane Elem,DeKalb,2004.0,11.0,22.0,22.0,0.0,55.0,214.0,534.0,416.0,7.0,1171.0,11.0,8.0,10.0,2.0,31.0,1257.0,62.7
2254,Columbia Drive,DeKalb,2526.0,14.0,14.0,30.0,0.0,58.0,220.0,591.0,428.0,8.0,1247.0,6.0,8.0,12.0,0.0,26.0,1331.0,52.7
2253,Burgess Elem,DeKalb,3493.0,41.0,97.0,53.0,2.0,193.0,171.0,1328.0,871.0,6.0,2376.0,12.0,21.0,17.0,0.0,50.0,2619.0,75.0
2252,Bethune Middle,DeKalb,4838.0,27.0,58.0,39.0,4.0,128.0,320.0,1356.0,946.0,16.0,2638.0,9.0,16.0,13.0,0.0,38.0,2804.0,58.0
2251,Bouldercrest Road,DeKalb,2004.0,9.0,32.0,14.0,0.0,55.0,158.0,752.0,358.0,2.0,1270.0,3.0,9.0,3.0,0.0,15.0,1340.0,66.9
2250,Browns Mill Elem,DeKalb,3829.0,19.0,43.0,36.0,0.0,98.0,296.0,1463.0,847.0,5.0,2611.0,13.0,16.0,15.0,0.0,44.0,2753.0,71.9
2249,Brookhaven,DeKalb,3444.0,271.0,730.0,245.0,1.0,1247.0,123.0,810.0,549.0,2.0,1484.0,13.0,27.0,18.0,0.0,58.0,2789.0,81.0
2291,Evansdale Elem,DeKalb,3441.0,141.0,424.0,245.0,1.0,811.0,175.0,848.0,631.0,4.0,1658.0,14.0,20.0,13.0,0.0,47.0,2516.0,73.1
2368,Panola,DeKalb,1586.0,13.0,28.0,18.0,0.0,59.0,130.0,466.0,316.0,2.0,914.0,2.0,6.0,3.0,0.0,11.0,984.0,62.0
2367,Ponce de Leon,DeKalb,3766.0,49.0,111.0,143.0,1.0,304.0,97.0,876.0,1538.0,12.0,2523.0,11.0,11.0,14.0,1.0,37.0,2864.0,76.0
2366,Pleasantdale Road,DeKalb,4538.0,91.0,202.0,90.0,1.0,384.0,392.0,1087.0,547.0,10.0,2036.0,12.0,32.0,25.0,0.0,69.0,2489.0,54.8
2339,Miller Grove,DeKalb,4747.0,21.0,39.0,24.0,2.0,86.0,332.0,1371.0,670.0,10.0,2383.0,11.0,22.0,10.0,1.0,44.0,2513.0,52.9
2269,Crossroads,DeKalb,2898.0,17.0,35.0,27.0,0.0,79.0,235.0,862.0,605.0,8.0,1710.0,6.0,18.0,14.0,0.0,38.0,1827.0,63.0
2283,Decatur,DeKalb,1937.0,33.0,92.0,39.0,0.0,164.0,67.0,863.0,507.0,1.0,1438.0,7.0,10.0,10.0,0.0,27.0,1629.0,84.1
2282,Dresden Elem,DeKalb,5141.0,193.0,476.0,223.0,4.0,896.0,304.0,1185.0,863.0,6.0,2358.0,17.0,43.0,30.0,0.0,90.0,3344.0,65.0
2281,Doraville South,DeKalb,1255.0,78.0,101.0,57.0,1.0,237.0,91.0,286.0,195.0,3.0,575.0,2.0,13.0,9.0,0.0,24.0,836.0,66.6
2280,Doraville North,DeKalb,3065.0,130.0,199.0,121.0,4.0,454.0,265.0,706.0,396.0,4.0,1371.0,8.0,23.0,18.0,1.0,50.0,1875.0,61.2
2270,Candler,DeKalb,3537.0,37.0,70.0,21.0,1.0,129.0,222.0,984.0,590.0,13.0,1809.0,12.0,23.0,10.0,0.0,45.0,1983.0,56.1
2271,Cedar Grove Middle,DeKalb,1896.0,15.0,18.0,13.0,0.0,46.0,122.0,487.0,253.0,3.0,865.0,6.0,14.0,4.0,1.0,25.0,936.0,49.4
2272,Cedar Grove South,DeKalb,3962.0,18.0,44.0,43.0,0.0,105.0,254.0,1558.0,717.0,5.0,2534.0,14.0,28.0,10.0,1.0,53.0,2692.0,67.9
2279,Chamblee 2,DeKalb,3137.0,138.0,551.0,241.0,0.0,930.0,92.0,893.0,539.0,0.0,1524.0,12.0,35.0,11.0,0.0,58.0,2512.0,80.1
2338,Midvale Elem,DeKalb,2747.0,170.0,526.0,318.0,0.0,1014.0,86.0,636.0,531.0,4.0,1257.0,10.0,20.0,14.0,0.0,44.0,2315.0,84.3
2337,Medlock,DeKalb,2208.0,75.0,145.0,125.0,1.0,346.0,121.0,644.0,635.0,1.0,1401.0,12.0,16.0,14.0,0.0,42.0,1789.0,81.0
2336,McWilliams,DeKalb,2517.0,19.0,27.0,9.0,0.0,55.0,137.0,961.0,542.0,5.0,1645.0,7.0,14.0,3.0,0.0,24.0,1724.0,68.5
2335,McLendon,DeKalb,3607.0,62.0,230.0,131.0,0.0,423.0,159.0,966.0,840.0,10.0,1975.0,15.0,24.0,33.0,0.0,72.0,2470.0,68.5
2334,McNair,DeKalb,2794.0,19.0,45.0,24.0,0.0,88.0,170.0,818.0,594.0,6.0,1588.0,10.0,12.0,13.0,2.0,37.0,1713.0,61.3
2333,Marbut Elem,DeKalb,4234.0,18.0,33.0,19.0,2.0,72.0,314.0,1393.0,607.0,19.0,2333.0,13.0,34.0,12.0,0.0,59.0,2464.0,58.2
2273,Covington Hwy,DeKalb,995.0,5.0,6.0,3.0,0.0,14.0,51.0,99.0,56.0,4.0,210.0,0.0,4.0,4.0,0.0,8.0,232.0,23.3
2274,Covington,DeKalb,2376.0,45.0,69.0,38.0,0.0,152.0,113.0,673.0,349.0,6.0,1141.0,7.0,11.0,12.0,0.0,30.0,1323.0,55.7
2278,Clarkston Community Center,DeKalb,2495.0,56.0,99.0,46.0,4.0,205.0,197.0,595.0,371.0,7.0,1170.0,14.0,18.0,9.0,1.0,42.0,1417.0,56.8
2275,Clairemont East,DeKalb,3226.0,60.0,205.0,159.0,3.0,427.0,78.0,1079.0,1107.0,1.0,2265.0,8.0,16.0,11.0,0.0,35.0,2727.0,84.5
2276,Coralwood,DeKalb,3153.0,115.0,389.0,272.0,3.0,779.0,101.0,872.0,882.0,1.0,1856.0,10.0,16.0,19.0,0.0,45.0,2680.0,85.0
2340,Montclair Elem,DeKalb,2194.0,66.0,84.0,22.0,2.0,174.0,180.0,618.0,236.0,7.0,1041.0,7.0,9.0,4.0,0.0,20.0,1235.0,56.3
2341,Montreal,DeKalb,2586.0,90.0,187.0,115.0,0.0,392.0,166.0,753.0,482.0,4.0,1405.0,12.0,14.0,15.0,1.0,42.0,1839.0,71.1
2286,Dunwoody 2,DeKalb,2044.0,139.0,516.0,241.0,4.0,900.0,36.0,487.0,304.0,2.0,829.0,5.0,16.0,7.0,0.0,28.0,1757.0,86.0
2343,Memorial South,DeKalb,3138.0,42.0,64.0,37.0,2.0,145.0,228.0,722.0,360.0,18.0,1328.0,9.0,10.0,4.0,1.0,24.0,1497.0,47.7
2365,Pine Lake,DeKalb,632.0,33.0,5.0,6.0,0.0,44.0,220.0,134.0,71.0,0.0,425.0,6.0,3.0,2.0,0.0,11.0,480.0,75.9
2364,Princeton Elem,DeKalb,2376.0,10.0,34.0,16.0,0.0,60.0,168.0,845.0,434.0,6.0,1453.0,4.0,13.0,9.0,0.0,26.0,1539.0,64.8
2363,Peachtree Middle,DeKalb,3502.0,111.0,356.0,172.0,2.0,641.0,193.0,1025.0,534.0,6.0,1758.0,13.0,35.0,18.0,0.0,66.0,2465.0,70.4
2362,Peachcrest,DeKalb,2458.0,28.0,55.0,28.0,0.0,111.0,161.0,599.0,421.0,5.0,1186.0,8.0,14.0,17.0,0.0,39.0,1336.0,54.4
2361,Oak View Elem,DeKalb,5011.0,14.0,44.0,21.0,2.0,81.0,351.0,1693.0,728.0,16.0,2788.0,8.0,37.0,12.0,2.0,59.0,2928.0,58.4
2360,Oakhurst,DeKalb,2398.0,46.0,83.0,56.0,0.0,185.0,89.0,1026.0,713.0,3.0,1831.0,8.0,19.0,13.0,0.0,40.0,2056.0,85.7
2359,Oakcliff Elem,DeKalb,2125.0,93.0,163.0,96.0,2.0,354.0,248.0,395.0,257.0,9.0,909.0,9.0,5.0,6.0,0.0,20.0,1283.0,60.4
2358,Oak Grove Elem,DeKalb,2253.0,137.0,288.0,167.0,1.0,593.0,106.0,579.0,558.0,0.0,1243.0,6.0,12.0,17.0,0.0,35.0,1871.0,83.0
2357,North Peachtree,DeKalb,1916.0,79.0,186.0,94.0,3.0,362.0,112.0,435.0,270.0,3.0,820.0,11.0,15.0,5.0,0.0,31.0,1213.0,63.3
2356,Northlake,DeKalb,1509.0,106.0,140.0,123.0,0.0,369.0,79.0,409.0,371.0,2.0,861.0,8.0,9.0,8.0,0.0,25.0,1255.0,83.2
2355,North Hairston,DeKalb,2329.0,42.0,60.0,43.0,3.0,148.0,199.0,624.0,388.0,5.0,1216.0,8.0,10.0,9.0,0.0,27.0,1391.0,59.7
2354,North Decatur,DeKalb,2166.0,39.0,81.0,81.0,3.0,204.0,97.0,603.0,478.0,10.0,1188.0,14.0,11.0,9.0,0.0,34.0,1426.0,65.8
2353,Miller Grove High,DeKalb,3470.0,15.0,29.0,17.0,0.0,61.0,273.0,968.0,415.0,10.0,1666.0,8.0,15.0,19.0,0.0,42.0,1769.0,51.0
2352,Midvale Road,DeKalb,1832.0,47.0,119.0,65.0,0.0,231.0,132.0,591.0,303.0,2.0,1028.0,0.0,17.0,8.0,0.0,25.0,1284.0,70.1
2342,Meadowview,DeKalb,3511.0,24.0,32.0,28.0,2.0,86.0,212.0,979.0,730.0,10.0,1931.0,5.0,22.0,20.0,0.0,47.0,2064.0,58.8
2351,Miller Grove Road,DeKalb,2151.0,14.0,35.0,15.0,0.0,64.0,175.0,725.0,479.0,4.0,1383.0,3.0,13.0,8.0,0.0,24.0,1471.0,68.4
2349,Metropolitan,DeKalb,3405.0,26.0,99.0,53.0,3.0,181.0,166.0,1343.0,737.0,8.0,2254.0,11.0,31.0,18.0,0.0,60.0,2495.0,73.3
2348,Mount Vernon West,DeKalb,2303.0,115.0,577.0,203.0,6.0,901.0,49.0,578.0,335.0,5.0,967.0,7.0,24.0,8.0,0.0,39.0,1907.0,82.8
2347,Mathis-Bob Mathis Elem,DeKalb,2789.0,12.0,42.0,37.0,0.0,91.0,217.0,931.0,674.0,6.0,1828.0,4.0,9.0,11.0,0.0,24.0,1943.0,69.7
2346,Mount Vernon East,DeKalb,2651.0,200.0,723.0,291.0,1.0,1215.0,76.0,559.0,363.0,3.0,1001.0,9.0,23.0,12.0,0.0,44.0,2260.0,85.3
2345,McNair Academy,DeKalb,1900.0,17.0,27.0,9.0,1.0,54.0,126.0,618.0,443.0,2.0,1189.0,10.0,8.0,6.0,1.0,25.0,1268.0,66.7
2344,Midway,DeKalb,3139.0,22.0,58.0,43.0,1.0,124.0,172.0,745.0,600.0,7.0,1524.0,7.0,17.0,13.0,0.0,37.0,1685.0,53.7
2350,Montgomery Elem,DeKalb,2446.0,168.0,480.0,243.0,2.0,893.0,81.0,591.0,443.0,4.0,1119.0,8.0,22.0,15.0,1.0,46.0,2058.0,84.1
1133,Attapulgus,Decatur,1812.0,122.0,254.0,84.0,1.0,461.0,163.0,346.0,255.0,0.0,764.0,2.0,9.0,7.0,0.0,18.0,1243.0,68.6
1132,BDGE-Fairgrounds,Decatur,3308.0,154.0,738.0,103.0,0.0,995.0,150.0,594.0,284.0,2.0,1030.0,12.0,35.0,17.0,0.0,64.0,2089.0,63.1
1131,Bainbridge-Coliseum,Decatur,5641.0,283.0,1737.0,320.0,1.0,2341.0,235.0,870.0,417.0,2.0,1524.0,11.0,30.0,16.0,0.0,57.0,3922.0,69.5
1130,West Bainbridge,Decatur,2238.0,116.0,581.0,94.0,0.0,791.0,102.0,373.0,179.0,1.0,655.0,4.0,18.0,5.0,0.0,27.0,1473.0,65.8
1129,Brinson,Decatur,836.0,147.0,275.0,50.0,0.0,472.0,37.0,58.0,37.0,0.0,132.0,5.0,3.0,0.0,0.0,8.0,612.0,73.2
1128,Climax,Decatur,975.0,198.0,313.0,46.0,2.0,559.0,40.0,82.0,68.0,0.0,190.0,4.0,2.0,0.0,0.0,6.0,755.0,77.4
1127,Kendrick,Decatur,566.0,128.0,159.0,18.0,1.0,306.0,24.0,36.0,41.0,0.0,101.0,2.0,1.0,0.0,0.0,3.0,410.0,72.4
1126,Recovery,Decatur,678.0,168.0,145.0,66.0,1.0,380.0,19.0,33.0,64.0,1.0,117.0,2.0,1.0,2.0,0.0,5.0,502.0,74.0
1125,Mt Pleasant,Decatur,564.0,132.0,224.0,35.0,0.0,391.0,7.0,22.0,21.0,0.0,50.0,1.0,0.0,1.0,0.0,2.0,443.0,78.5
1564,Clark,Dodge,111.0,43.0,19.0,4.0,0.0,66.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,71.0,64.0
1563,Chauncey,Dodge,412.0,146.0,71.0,28.0,0.0,245.0,32.0,16.0,8.0,0.0,56.0,1.0,2.0,0.0,0.0,3.0,304.0,73.8
1565,Eddin,Dodge,1037.0,189.0,286.0,52.0,0.0,527.0,58.0,106.0,67.0,0.0,231.0,5.0,5.0,0.0,0.0,10.0,768.0,74.1
1566,Empire,Dodge,456.0,151.0,106.0,26.0,0.0,283.0,7.0,13.0,7.0,0.0,27.0,5.0,5.0,1.0,0.0,11.0,321.0,70.4
1568,Jones,Dodge,436.0,127.0,115.0,24.0,0.0,266.0,18.0,21.0,8.0,0.0,47.0,2.0,3.0,2.0,0.0,7.0,320.0,73.4
1569,Lee,Dodge,4816.0,368.0,1295.0,307.0,4.0,1974.0,223.0,603.0,262.0,0.0,1088.0,13.0,42.0,11.0,0.0,66.0,3128.0,65.0
1570,McCranie,Dodge,293.0,108.0,65.0,18.0,0.0,191.0,8.0,19.0,10.0,0.0,37.0,1.0,0.0,0.0,0.0,1.0,229.0,78.2
1571,Milan,Dodge,332.0,108.0,62.0,15.0,0.0,185.0,21.0,11.0,11.0,0.0,43.0,1.0,0.0,0.0,0.0,1.0,229.0,69.0
1578,Yonker,Dodge,260.0,105.0,38.0,15.0,0.0,158.0,10.0,7.0,5.0,0.0,22.0,2.0,0.0,0.0,0.0,2.0,182.0,70.0
1567,Jaybird,Dodge,212.0,67.0,24.0,10.0,1.0,102.0,18.0,17.0,8.0,0.0,43.0,0.0,1.0,1.0,0.0,2.0,147.0,69.3
1572,Mitchell,Dodge,333.0,114.0,88.0,13.0,0.0,215.0,13.0,21.0,17.0,1.0,52.0,2.0,2.0,1.0,0.0,5.0,272.0,81.7
1573,Mullis,Dodge,505.0,172.0,58.0,46.0,0.0,276.0,39.0,20.0,13.0,0.0,72.0,6.0,1.0,2.0,0.0,9.0,357.0,70.7
1574,Plainfield,Dodge,454.0,150.0,124.0,23.0,0.0,297.0,10.0,15.0,12.0,0.0,37.0,1.0,0.0,0.0,0.0,1.0,335.0,73.8
1575,Pondtown,Dodge,689.0,198.0,135.0,57.0,0.0,390.0,38.0,29.0,40.0,0.0,107.0,3.0,2.0,0.0,0.0,5.0,502.0,72.9
1576,Rawlins,Dodge,923.0,173.0,258.0,55.0,0.0,486.0,31.0,71.0,46.0,0.0,148.0,3.0,6.0,3.0,0.0,12.0,646.0,70.0
1577,Vilula,Dodge,170.0,87.0,37.0,8.0,0.0,132.0,0.0,1.0,6.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,141.0,82.9
1925,Unadilla,Dooly,1634.0,142.0,319.0,79.0,2.0,542.0,159.0,235.0,120.0,0.0,514.0,4.0,13.0,3.0,0.0,20.0,1076.0,65.9
1927,Pinehurst,Dooly,474.0,85.0,158.0,42.0,1.0,286.0,31.0,38.0,21.0,0.0,90.0,6.0,3.0,1.0,0.0,10.0,386.0,81.4
1926,Vienna,Dooly,2696.0,89.0,746.0,92.0,0.0,927.0,135.0,498.0,208.0,0.0,841.0,7.0,21.0,7.0,0.0,35.0,1803.0,66.9
1923,Lilly,Dooly,536.0,56.0,100.0,18.0,0.0,174.0,58.0,72.0,39.0,0.0,169.0,2.0,1.0,1.0,0.0,4.0,347.0,64.7
1924,Byromville,Dooly,609.0,95.0,99.0,35.0,0.0,229.0,77.0,80.0,53.0,2.0,212.0,5.0,0.0,1.0,0.0,6.0,447.0,73.4
1626,Alice Coachman Elementary,Dougherty,750.0,8.0,1.0,9.0,0.0,18.0,124.0,164.0,196.0,0.0,484.0,2.0,3.0,1.0,0.0,6.0,508.0,67.7
1642,1st Christian Church,Dougherty,1505.0,222.0,231.0,154.0,0.0,607.0,151.0,185.0,128.0,1.0,465.0,9.0,4.0,6.0,0.0,19.0,1091.0,72.5
1641,Lamar Reese Elementary,Dougherty,1098.0,21.0,14.0,9.0,1.0,45.0,168.0,196.0,253.0,4.0,621.0,3.0,2.0,2.0,0.0,7.0,673.0,61.3
1640,Christ Church,Dougherty,1879.0,443.0,300.0,181.0,0.0,924.0,104.0,253.0,201.0,1.0,559.0,6.0,4.0,3.0,0.0,13.0,1496.0,79.6
1639,Albany Middle School,Dougherty,1963.0,35.0,22.0,17.0,0.0,74.0,326.0,265.0,245.0,4.0,840.0,6.0,3.0,1.0,0.0,10.0,924.0,47.1
1638,Pine Bluff Baptist Church,Dougherty,2221.0,210.0,128.0,112.0,0.0,450.0,262.0,302.0,285.0,0.0,849.0,12.0,6.0,4.0,0.0,22.0,1321.0,59.5
1637,Phoebe East,Dougherty,2965.0,89.0,53.0,57.0,1.0,200.0,449.0,376.0,348.0,3.0,1176.0,11.0,6.0,3.0,0.0,20.0,1396.0,47.1
1636,International Studies,Dougherty,1042.0,85.0,62.0,36.0,0.0,183.0,105.0,182.0,181.0,1.0,469.0,3.0,3.0,1.0,0.0,7.0,659.0,63.2
1635,Putney 1st Baptist Church,Dougherty,2819.0,490.0,227.0,129.0,1.0,847.0,264.0,324.0,302.0,0.0,890.0,14.0,3.0,12.0,0.0,29.0,1766.0,62.6
1634,Radium Middle School,Dougherty,693.0,59.0,26.0,32.0,0.0,117.0,96.0,119.0,73.0,0.0,288.0,3.0,1.0,1.0,0.0,5.0,410.0,59.2
1633,Bill Miller Center,Dougherty,2404.0,50.0,34.0,30.0,0.0,114.0,326.0,369.0,265.0,5.0,965.0,4.0,7.0,5.0,0.0,16.0,1095.0,45.5
1632,Jackson Heights Elementary,Dougherty,2549.0,19.0,12.0,16.0,0.0,47.0,391.0,318.0,352.0,0.0,1061.0,8.0,4.0,2.0,0.0,14.0,1122.0,44.0
1631,Turner Elementary,Dougherty,1205.0,10.0,4.0,7.0,0.0,21.0,105.0,70.0,62.0,6.0,243.0,5.0,3.0,2.0,0.0,10.0,274.0,22.7
1630,Phoebe Healthworks,Dougherty,1574.0,74.0,34.0,27.0,0.0,135.0,165.0,147.0,173.0,1.0,486.0,5.0,6.0,4.0,0.0,15.0,636.0,40.4
1629,Litman Cathedral,Dougherty,1486.0,22.0,14.0,12.0,1.0,49.0,225.0,183.0,199.0,21.0,628.0,7.0,3.0,1.0,1.0,12.0,689.0,46.4
1628,Shiloh Baptist Church,Dougherty,1510.0,16.0,25.0,12.0,0.0,53.0,258.0,163.0,209.0,0.0,630.0,6.0,2.0,6.0,0.0,14.0,697.0,46.2
1627,Carver Teen Center,Dougherty,1667.0,17.0,4.0,9.0,0.0,30.0,223.0,153.0,226.0,3.0,605.0,3.0,0.0,3.0,0.0,6.0,641.0,38.5
1625,Mt Zion Center,Dougherty,3638.0,29.0,16.0,23.0,0.0,68.0,547.0,556.0,604.0,2.0,1709.0,10.0,12.0,5.0,0.0,27.0,1804.0,49.6
1624,2nd Mt Zion Church,Dougherty,1465.0,260.0,168.0,103.0,1.0,532.0,136.0,145.0,167.0,2.0,450.0,9.0,2.0,2.0,0.0,13.0,995.0,67.9
1623,Westtown Elementary,Dougherty,3265.0,42.0,39.0,37.0,0.0,118.0,496.0,616.0,643.0,1.0,1756.0,5.0,5.0,3.0,0.0,13.0,1887.0,57.8
1622,Darton College,Dougherty,4289.0,133.0,259.0,130.0,3.0,525.0,472.0,918.0,587.0,6.0,1983.0,8.0,13.0,7.0,0.0,28.0,2536.0,59.1
1621,Merry Acres Middle,Dougherty,2432.0,316.0,327.0,173.0,3.0,819.0,212.0,309.0,230.0,6.0,757.0,11.0,8.0,7.0,0.0,26.0,1602.0,65.9
1620,Westover High School,Dougherty,3394.0,306.0,434.0,272.0,0.0,1012.0,324.0,680.0,400.0,0.0,1404.0,13.0,11.0,6.0,0.0,30.0,2446.0,72.1
1619,Greenbriar Church,Dougherty,3885.0,399.0,673.0,333.0,5.0,1410.0,258.0,665.0,551.0,4.0,1478.0,11.0,16.0,5.0,0.0,32.0,2920.0,75.2
1618,Covenant Church,Dougherty,2334.0,321.0,210.0,128.0,0.0,659.0,244.0,287.0,203.0,2.0,736.0,11.0,5.0,3.0,0.0,19.0,1414.0,60.6
1643,Lovett Hall,Dougherty,1174.0,14.0,4.0,1.0,0.0,19.0,183.0,163.0,31.0,1.0,378.0,5.0,1.0,1.0,0.0,7.0,404.0,34.4
1617,Sherwood Elementary,Dougherty,3205.0,257.0,265.0,181.0,1.0,704.0,378.0,515.0,283.0,0.0,1176.0,21.0,11.0,13.0,0.0,45.0,1925.0,60.1
1616,Palmyra Methodist,Dougherty,2761.0,324.0,296.0,182.0,6.0,808.0,214.0,291.0,225.0,5.0,735.0,11.0,12.0,14.0,0.0,37.0,1580.0,57.2
1257,Atlanta West Pentecostal,Douglas,4076.0,71.0,113.0,49.0,0.0,233.0,383.0,948.0,520.0,1.0,1852.0,17.0,16.0,17.0,0.0,50.0,2135.0,52.4
1278,Boundary Waters,Douglas,4220.0,40.0,273.0,57.0,0.0,370.0,241.0,1591.0,639.0,1.0,2472.0,14.0,27.0,15.0,0.0,56.0,2898.0,68.7
1277,Factory Shoals,Douglas,4359.0,110.0,470.0,169.0,1.0,750.0,219.0,1376.0,701.0,0.0,2296.0,25.0,29.0,18.0,0.0,72.0,3118.0,71.5
1276,First Baptist Douglasville,Douglas,2478.0,113.0,416.0,206.0,0.0,735.0,108.0,575.0,436.0,0.0,1119.0,6.0,16.0,6.0,0.0,28.0,1882.0,75.9
1275,Lutheran Church-GS,Douglas,4149.0,184.0,626.0,247.0,1.0,1058.0,206.0,1078.0,655.0,1.0,1940.0,13.0,34.0,14.0,0.0,61.0,3059.0,73.7
1274,St Julians Episcopal,Douglas,2253.0,178.0,379.0,176.0,0.0,733.0,137.0,323.0,271.0,0.0,731.0,6.0,29.0,12.0,0.0,47.0,1511.0,67.1
1273,Chestnut Log,Douglas,5177.0,116.0,381.0,153.0,1.0,651.0,287.0,1132.0,610.0,4.0,2033.0,18.0,24.0,27.0,0.0,69.0,2753.0,53.2
1272,Church At Chapel Hill,Douglas,6353.0,176.0,895.0,275.0,0.0,1346.0,351.0,1867.0,981.0,0.0,3199.0,24.0,35.0,16.0,0.0,75.0,4620.0,72.7
1271,Chapel Hill,Douglas,4016.0,129.0,472.0,139.0,0.0,740.0,248.0,1142.0,676.0,6.0,2072.0,12.0,39.0,17.0,0.0,68.0,2880.0,71.7
1270,Dorsett Shoals,Douglas,3901.0,291.0,748.0,276.0,0.0,1315.0,182.0,494.0,397.0,1.0,1074.0,35.0,31.0,17.0,1.0,84.0,2473.0,63.4
1269,Bright Star,Douglas,2703.0,243.0,557.0,199.0,1.0,1000.0,141.0,365.0,276.0,1.0,783.0,14.0,15.0,11.0,0.0,40.0,1823.0,67.4
1268,Arbor Station,Douglas,2990.0,135.0,311.0,123.0,1.0,570.0,236.0,671.0,392.0,8.0,1307.0,15.0,26.0,14.0,0.0,55.0,1932.0,64.6
1267,Stewart,Douglas,3208.0,60.0,146.0,58.0,0.0,264.0,313.0,853.0,495.0,1.0,1662.0,10.0,17.0,10.0,0.0,37.0,1963.0,61.2
1266,Beulah Baptist Church,Douglas,3500.0,237.0,600.0,266.0,1.0,1104.0,216.0,598.0,353.0,0.0,1167.0,23.0,21.0,22.0,0.0,66.0,2337.0,66.8
1265,Old Courthouse,Douglas,5675.0,135.0,579.0,296.0,0.0,1010.0,326.0,1135.0,692.0,4.0,2157.0,29.0,52.0,25.0,1.0,107.0,3274.0,57.7
1256,Dog River Library,Douglas,4915.0,406.0,1977.0,429.0,0.0,2812.0,92.0,529.0,395.0,0.0,1016.0,17.0,45.0,23.0,0.0,85.0,3913.0,79.6
1263,Deer Lick,Douglas,3042.0,111.0,477.0,150.0,1.0,739.0,155.0,612.0,299.0,0.0,1066.0,12.0,22.0,14.0,0.0,48.0,1853.0,60.9
1262,Lithia Springs High School,Douglas,6033.0,83.0,399.0,164.0,0.0,646.0,368.0,1829.0,1072.0,2.0,3271.0,17.0,38.0,23.0,0.0,78.0,3995.0,66.2
1261,First Baptist Lithia Springs,Douglas,1966.0,129.0,298.0,144.0,1.0,572.0,122.0,300.0,222.0,4.0,648.0,20.0,16.0,17.0,1.0,54.0,1274.0,64.8
1260,Turner,Douglas,3847.0,220.0,542.0,258.0,0.0,1020.0,285.0,712.0,439.0,0.0,1436.0,18.0,21.0,14.0,0.0,53.0,2509.0,65.2
1259,Prays Mill Gym,Douglas,5459.0,344.0,1370.0,432.0,0.0,2146.0,222.0,864.0,577.0,0.0,1663.0,25.0,46.0,28.0,0.0,99.0,3908.0,71.6
1258,Ephesus Baptist Church,Douglas,3930.0,555.0,1322.0,387.0,0.0,2264.0,111.0,361.0,270.0,0.0,742.0,17.0,25.0,16.0,0.0,58.0,3064.0,78.0
1264,Golden Methodist Church,Douglas,5634.0,85.0,251.0,133.0,1.0,470.0,430.0,1576.0,869.0,2.0,2877.0,23.0,41.0,40.0,1.0,105.0,3452.0,61.3
1255,Winston,Douglas,1911.0,98.0,306.0,113.0,0.0,517.0,150.0,406.0,173.0,2.0,731.0,9.0,14.0,4.0,0.0,27.0,1275.0,66.7
1254,Mirror Lake Elementary,Douglas,6745.0,422.0,1089.0,425.0,1.0,1937.0,411.0,1188.0,880.0,3.0,2482.0,36.0,52.0,33.0,0.0,121.0,4540.0,67.3
693,Blakely,Early,3445.0,148.0,580.0,166.0,3.0,897.0,382.0,644.0,283.0,0.0,1309.0,16.0,20.0,4.0,0.0,40.0,2246.0,65.2
692,Arlington,Early,911.0,118.0,135.0,49.0,0.0,302.0,108.0,111.0,135.0,0.0,354.0,2.0,4.0,1.0,0.0,7.0,663.0,72.8
695,Cuba,Early,1180.0,181.0,311.0,49.0,0.0,541.0,58.0,130.0,111.0,0.0,299.0,3.0,5.0,1.0,0.0,9.0,849.0,71.9
694,Cedar Springs,Early,1114.0,256.0,288.0,92.0,0.0,636.0,30.0,67.0,75.0,0.0,172.0,5.0,5.0,2.0,0.0,12.0,820.0,73.6
696,Urquhart,Early,670.0,114.0,236.0,70.0,0.0,420.0,17.0,50.0,31.0,0.0,98.0,3.0,3.0,3.0,0.0,9.0,527.0,78.7
1644,Statenville,Echols,2156.0,221.0,897.0,114.0,0.0,1232.0,31.0,101.0,30.0,0.0,162.0,5.0,14.0,5.0,0.0,24.0,1418.0,65.8
