,Precinct,County,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,calc_participation
2624,Nelson,Pickens,1474.0,415.0,364.0,87.0,0.0,866.0,44.0,54.0,53.0,0.0,151.0,11.0,4.0,4.0,0.0,19.0,1036.0,70.3
2623,Ludville,Pickens,721.0,315.0,96.0,31.0,0.0,442.0,16.0,10.0,12.0,0.0,38.0,4.0,0.0,2.0,0.0,6.0,486.0,67.4
2619,Refuge,Pickens,2490.0,560.0,767.0,172.0,0.0,1499.0,47.0,108.0,83.0,0.0,238.0,16.0,2.0,2.0,0.0,20.0,1757.0,70.6
2620,Hill,Pickens,2042.0,519.0,578.0,160.0,2.0,1259.0,62.0,95.0,84.0,0.0,241.0,19.0,8.0,5.0,0.0,32.0,1532.0,75.0
2616,Yellow Creek,Pickens,3571.0,791.0,968.0,302.0,0.0,2061.0,108.0,210.0,265.0,0.0,583.0,14.0,6.0,7.0,0.0,27.0,2671.0,74.8
2622,Jerusalem,Pickens,1145.0,503.0,197.0,55.0,0.0,755.0,36.0,24.0,41.0,0.0,101.0,2.0,0.0,1.0,0.0,3.0,859.0,75.0
2621,Hinton,Pickens,825.0,310.0,145.0,36.0,0.0,491.0,27.0,18.0,14.0,0.0,59.0,13.0,3.0,0.0,0.0,16.0,566.0,68.6
736,Hacklebarney-Cason,Pierce,3524.0,251.0,1421.0,226.0,0.0,1898.0,36.0,281.0,161.0,0.0,478.0,4.0,11.0,0.0,0.0,15.0,2391.0,67.8
737,Blackshear,Pierce,3207.0,278.0,1451.0,240.0,0.0,1969.0,35.0,120.0,71.0,0.0,226.0,7.0,3.0,4.0,0.0,14.0,2209.0,68.9
738,St Johns-Blackshear,Pierce,1611.0,134.0,840.0,139.0,0.0,1113.0,15.0,49.0,37.0,0.0,101.0,1.0,7.0,0.0,0.0,8.0,1222.0,75.9
739,Otter Creek,Pierce,1397.0,199.0,631.0,105.0,0.0,935.0,8.0,41.0,31.0,0.0,80.0,1.0,4.0,1.0,0.0,6.0,1021.0,73.1
741,Mershon,Pierce,478.0,39.0,254.0,44.0,0.0,337.0,2.0,10.0,13.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,362.0,75.7
743,Sunset-Sweat,Pierce,271.0,28.0,163.0,33.0,0.0,224.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,228.0,84.1
740,Patterson,Pierce,1311.0,205.0,537.0,79.0,0.0,821.0,21.0,71.0,39.0,0.0,131.0,1.0,2.0,0.0,0.0,3.0,955.0,72.8
742,Alabaha,Pierce,918.0,74.0,471.0,57.0,0.0,602.0,5.0,34.0,16.0,0.0,55.0,0.0,2.0,1.0,0.0,3.0,660.0,71.9
58,Zebulon,Pike,0.0,220.0,915.0,133.0,0.0,1268.0,31.0,189.0,135.0,0.0,355.0,6.0,7.0,6.0,0.0,19.0,1642.0,
57,Williamson,Pike,0.0,291.0,836.0,117.0,0.0,1244.0,30.0,79.0,51.0,0.0,160.0,5.0,6.0,5.0,0.0,16.0,1420.0,
56,Lifsey Springs,Pike,0.0,207.0,476.0,88.0,0.0,771.0,20.0,40.0,44.0,0.0,104.0,2.0,4.0,1.0,0.0,7.0,882.0,
55,Second District,Pike,0.0,367.0,1231.0,200.0,1.0,1799.0,43.0,118.0,82.0,0.0,243.0,4.0,9.0,0.0,0.0,13.0,2055.0,
54,Molena,Pike,0.0,347.0,538.0,93.0,2.0,980.0,54.0,73.0,53.0,1.0,181.0,5.0,2.0,4.0,0.0,11.0,1172.0,
53,Meansville,Pike,0.0,279.0,548.0,80.0,0.0,907.0,29.0,52.0,22.0,0.0,103.0,4.0,4.0,0.0,0.0,8.0,1018.0,
52,Hollonville,Pike,0.0,349.0,796.0,132.0,0.0,1277.0,16.0,48.0,49.0,0.0,113.0,0.0,5.0,3.0,0.0,8.0,1398.0,
51,Concord,Pike,0.0,281.0,524.0,76.0,0.0,881.0,62.0,96.0,87.0,1.0,246.0,1.0,4.0,1.0,0.0,6.0,1133.0,
2590,Blooming Grove,Polk,1659.0,284.0,572.0,109.0,1.0,966.0,37.0,97.0,52.0,1.0,187.0,4.0,4.0,1.0,1.0,10.0,1163.0,70.1
2589,Aragon,Polk,3224.0,499.0,1207.0,218.0,2.0,1926.0,63.0,208.0,115.0,0.0,386.0,7.0,12.0,0.0,1.0,20.0,2332.0,72.3
2592,Fish Creek,Polk,2566.0,380.0,1027.0,175.0,2.0,1584.0,58.0,143.0,93.0,0.0,294.0,9.0,5.0,3.0,0.0,17.0,1895.0,73.9
2591,Cedartown,Polk,6205.0,480.0,1778.0,520.0,5.0,2783.0,211.0,688.0,429.0,3.0,1331.0,13.0,22.0,7.0,0.0,42.0,4156.0,67.0
2593,Lake Creek,Polk,2828.0,402.0,1314.0,185.0,0.0,1901.0,47.0,175.0,84.0,0.0,306.0,5.0,3.0,0.0,0.0,8.0,2215.0,78.3
2595,Youngs Grove,Polk,1961.0,312.0,774.0,164.0,1.0,1251.0,35.0,81.0,49.0,0.0,165.0,7.0,5.0,2.0,0.0,14.0,1430.0,72.9
2594,Rockmart,Polk,5746.0,492.0,2349.0,336.0,1.0,3178.0,156.0,565.0,266.0,2.0,989.0,13.0,16.0,11.0,1.0,41.0,4208.0,73.2
1114,Courthouse Annex,Pulaski,5687.0,336.0,2155.0,313.0,1.0,2805.0,165.0,715.0,337.0,0.0,1217.0,10.0,18.0,9.0,0.0,37.0,4059.0,71.4
1860,101,Putnam,3264.0,153.0,850.0,213.0,0.0,1216.0,143.0,462.0,386.0,0.0,991.0,8.0,9.0,6.0,0.0,23.0,2230.0,68.3
1861,104,Putnam,3380.0,159.0,795.0,227.0,0.0,1181.0,147.0,550.0,451.0,0.0,1148.0,6.0,4.0,8.0,0.0,18.0,2347.0,69.4
1862,105,Putnam,3734.0,409.0,1459.0,603.0,1.0,2472.0,65.0,208.0,285.0,0.0,558.0,3.0,9.0,9.0,0.0,21.0,3051.0,81.7
1863,106,Putnam,1332.0,291.0,409.0,143.0,0.0,843.0,28.0,66.0,66.0,0.0,160.0,3.0,5.0,2.0,0.0,10.0,1013.0,76.1
1864,107,Putnam,4293.0,535.0,1470.0,574.0,0.0,2579.0,87.0,214.0,290.0,0.0,591.0,15.0,20.0,9.0,0.0,44.0,3214.0,74.9
805,Georgetown,Quitman,1454.0,142.0,343.0,80.0,0.0,565.0,145.0,191.0,130.0,1.0,467.0,3.0,1.0,1.0,0.0,5.0,1037.0,71.3
806,Morris,Quitman,93.0,21.0,10.0,8.0,0.0,39.0,18.0,5.0,7.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,69.0,74.2
2124,Rabun County,Rabun,13072.0,1207.0,4604.0,1663.0,0.0,7474.0,199.0,897.0,888.0,0.0,1984.0,28.0,49.0,33.0,0.0,110.0,9568.0,73.2
1680,Springvale,Randolph,253.0,22.0,31.0,10.0,0.0,63.0,27.0,58.0,40.0,0.0,125.0,1.0,0.0,0.0,0.0,1.0,189.0,74.7
1679,Cuthbert,Randolph,323.0,3.0,6.0,2.0,0.0,11.0,49.0,130.0,45.0,1.0,225.0,0.0,1.0,0.0,0.0,1.0,237.0,73.4
1675,Coleman,Randolph,229.0,28.0,46.0,16.0,0.0,90.0,28.0,37.0,14.0,1.0,80.0,1.0,0.0,1.0,0.0,2.0,172.0,75.1
1676,Shellman,Randolph,929.0,136.0,166.0,56.0,0.0,358.0,142.0,87.0,101.0,1.0,331.0,1.0,0.0,0.0,0.0,1.0,690.0,74.3
1678,Cuthbert-Courthouse,Randolph,2253.0,74.0,504.0,112.0,0.0,690.0,125.0,460.0,248.0,0.0,833.0,2.0,3.0,1.0,0.0,6.0,1529.0,67.9
1677,Benevolence,Randolph,354.0,58.0,103.0,18.0,0.0,179.0,31.0,30.0,16.0,0.0,77.0,1.0,0.0,0.0,0.0,1.0,257.0,72.6
879,502,Richmond,4138.0,87.0,96.0,66.0,0.0,249.0,458.0,958.0,872.0,8.0,2296.0,16.0,4.0,6.0,0.0,26.0,2571.0,62.1
858,203,Richmond,991.0,4.0,5.0,2.0,0.0,11.0,140.0,179.0,204.0,3.0,526.0,5.0,0.0,1.0,0.0,6.0,543.0,54.8
869,307,Richmond,1642.0,176.0,360.0,166.0,0.0,702.0,65.0,188.0,219.0,0.0,472.0,7.0,7.0,11.0,0.0,25.0,1199.0,73.0
870,308,Richmond,622.0,42.0,69.0,41.0,0.0,152.0,48.0,107.0,79.0,1.0,235.0,5.0,2.0,1.0,0.0,8.0,395.0,63.5
880,503,Richmond,4021.0,93.0,185.0,84.0,1.0,363.0,373.0,903.0,781.0,4.0,2061.0,7.0,13.0,7.0,0.0,27.0,2451.0,61.0
872,310,Richmond,5163.0,242.0,379.0,179.0,1.0,801.0,393.0,1363.0,976.0,4.0,2736.0,20.0,20.0,13.0,0.0,53.0,3590.0,69.5
873,401,Richmond,2093.0,29.0,44.0,21.0,0.0,94.0,232.0,701.0,491.0,0.0,1424.0,1.0,3.0,5.0,0.0,9.0,1527.0,73.0
874,402,Richmond,3311.0,72.0,67.0,50.0,0.0,189.0,419.0,531.0,541.0,4.0,1495.0,10.0,13.0,11.0,0.0,34.0,1718.0,51.9
875,404,Richmond,1748.0,39.0,52.0,50.0,1.0,142.0,229.0,459.0,339.0,3.0,1030.0,6.0,2.0,2.0,0.0,10.0,1182.0,67.6
878,501,Richmond,3549.0,65.0,100.0,104.0,0.0,269.0,368.0,737.0,752.0,4.0,1861.0,4.0,5.0,2.0,0.0,11.0,2141.0,60.3
871,309,Richmond,3340.0,91.0,135.0,80.0,1.0,307.0,296.0,1097.0,740.0,2.0,2135.0,10.0,9.0,7.0,0.0,26.0,2468.0,73.9
885,601,Richmond,3988.0,157.0,258.0,104.0,4.0,523.0,330.0,795.0,555.0,13.0,1693.0,11.0,12.0,12.0,0.0,35.0,2251.0,56.4
882,506,Richmond,416.0,14.0,44.0,11.0,0.0,69.0,39.0,77.0,43.0,3.0,162.0,0.0,1.0,0.0,0.0,1.0,232.0,55.8
860,207,Richmond,2705.0,52.0,52.0,46.0,1.0,151.0,358.0,448.0,408.0,7.0,1221.0,6.0,2.0,3.0,0.0,11.0,1383.0,51.1
886,603,Richmond,3570.0,392.0,390.0,256.0,0.0,1038.0,298.0,470.0,411.0,2.0,1181.0,12.0,12.0,8.0,0.0,32.0,2251.0,63.1
861,208,Richmond,2651.0,82.0,98.0,60.0,1.0,241.0,307.0,489.0,393.0,3.0,1192.0,8.0,3.0,5.0,0.0,16.0,1449.0,54.7
862,210,Richmond,1507.0,44.0,65.0,39.0,1.0,149.0,152.0,317.0,351.0,3.0,823.0,2.0,0.0,6.0,0.0,8.0,980.0,65.0
863,301,Richmond,2409.0,323.0,562.0,268.0,1.0,1154.0,136.0,315.0,309.0,1.0,761.0,11.0,9.0,10.0,0.0,30.0,1945.0,80.7
864,302,Richmond,1032.0,31.0,66.0,38.0,0.0,135.0,137.0,211.0,122.0,0.0,470.0,2.0,2.0,4.0,0.0,8.0,613.0,59.4
881,504,Richmond,2339.0,142.0,107.0,85.0,2.0,336.0,246.0,366.0,293.0,4.0,909.0,8.0,7.0,5.0,0.0,20.0,1265.0,54.1
887,604,Richmond,1811.0,163.0,83.0,67.0,0.0,313.0,185.0,311.0,228.0,0.0,724.0,4.0,1.0,7.0,0.0,12.0,1049.0,57.9
867,305,Richmond,428.0,44.0,153.0,78.0,1.0,276.0,10.0,44.0,47.0,0.0,101.0,0.0,4.0,1.0,0.0,5.0,382.0,89.3
895,706,Richmond,3315.0,251.0,863.0,337.0,0.0,1451.0,111.0,449.0,410.0,2.0,972.0,16.0,24.0,9.0,0.0,49.0,2472.0,74.6
868,306,Richmond,3934.0,221.0,378.0,268.0,0.0,867.0,271.0,833.0,574.0,3.0,1681.0,16.0,16.0,11.0,0.0,43.0,2591.0,65.9
859,204,Richmond,1578.0,176.0,209.0,124.0,1.0,510.0,122.0,248.0,192.0,1.0,563.0,8.0,7.0,12.0,1.0,28.0,1101.0,69.8
884,509,Richmond,2172.0,55.0,84.0,57.0,1.0,197.0,200.0,609.0,435.0,4.0,1248.0,5.0,2.0,2.0,0.0,9.0,1454.0,66.9
883,507,Richmond,968.0,41.0,67.0,39.0,0.0,147.0,139.0,208.0,139.0,1.0,487.0,5.0,5.0,2.0,0.0,12.0,646.0,66.7
865,303,Richmond,1417.0,160.0,439.0,179.0,1.0,779.0,32.0,161.0,166.0,0.0,359.0,11.0,7.0,2.0,0.0,20.0,1158.0,81.7
866,304,Richmond,365.0,56.0,62.0,40.0,0.0,158.0,14.0,50.0,48.0,0.0,112.0,0.0,3.0,2.0,0.0,5.0,275.0,75.3
894,705,Richmond,2276.0,208.0,436.0,282.0,2.0,928.0,126.0,324.0,281.0,1.0,732.0,4.0,5.0,9.0,0.0,18.0,1678.0,73.7
848,106,Richmond,1182.0,43.0,50.0,32.0,0.0,125.0,143.0,109.0,130.0,2.0,384.0,3.0,3.0,3.0,0.0,9.0,518.0,43.8
846,104,Richmond,2976.0,25.0,51.0,33.0,0.0,109.0,427.0,529.0,578.0,6.0,1540.0,10.0,3.0,4.0,0.0,17.0,1666.0,56.0
845,103,Richmond,1428.0,6.0,15.0,5.0,0.0,26.0,160.0,302.0,288.0,2.0,752.0,1.0,1.0,0.0,0.0,2.0,780.0,54.6
844,102,Richmond,1278.0,56.0,62.0,42.0,0.0,160.0,128.0,168.0,184.0,3.0,483.0,4.0,2.0,2.0,0.0,8.0,651.0,50.9
890,608,Richmond,1472.0,245.0,236.0,109.0,0.0,590.0,90.0,179.0,150.0,1.0,420.0,6.0,8.0,5.0,0.0,19.0,1029.0,69.9
891,701,Richmond,2403.0,303.0,546.0,238.0,0.0,1087.0,109.0,279.0,320.0,2.0,710.0,10.0,13.0,9.0,0.0,32.0,1829.0,76.1
910,810,Richmond,425.0,53.0,96.0,24.0,0.0,173.0,12.0,67.0,56.0,0.0,135.0,4.0,1.0,0.0,0.0,5.0,313.0,73.6
909,809,Richmond,879.0,12.0,22.0,11.0,0.0,45.0,79.0,311.0,194.0,2.0,586.0,0.0,1.0,3.0,0.0,4.0,635.0,72.2
908,808,Richmond,2366.0,299.0,379.0,165.0,0.0,843.0,164.0,369.0,298.0,1.0,832.0,13.0,5.0,6.0,0.0,24.0,1699.0,71.8
907,807,Richmond,1578.0,81.0,102.0,49.0,0.0,232.0,130.0,318.0,249.0,1.0,698.0,4.0,4.0,3.0,0.0,11.0,941.0,59.6
906,806,Richmond,1212.0,215.0,200.0,80.0,0.0,495.0,73.0,140.0,115.0,1.0,329.0,2.0,1.0,6.0,0.0,9.0,833.0,68.7
905,805,Richmond,798.0,63.0,81.0,22.0,0.0,166.0,69.0,191.0,118.0,1.0,379.0,0.0,0.0,3.0,0.0,3.0,548.0,68.7
904,804H,Richmond,2863.0,373.0,428.0,198.0,2.0,1001.0,175.0,384.0,339.0,2.0,900.0,11.0,5.0,10.0,1.0,27.0,1928.0,67.3
903,804,Richmond,2096.0,196.0,274.0,96.0,1.0,567.0,144.0,398.0,266.0,0.0,808.0,5.0,1.0,3.0,0.0,9.0,1384.0,66.0
902,803,Richmond,252.0,9.0,21.0,2.0,0.0,32.0,22.0,27.0,27.0,1.0,77.0,2.0,0.0,0.0,0.0,2.0,111.0,44.0
901,802,Richmond,3251.0,712.0,420.0,208.0,4.0,1344.0,156.0,251.0,320.0,2.0,729.0,14.0,5.0,5.0,0.0,24.0,2097.0,64.5
900,801B,Richmond,523.0,198.0,32.0,46.0,0.0,276.0,39.0,13.0,40.0,0.0,92.0,0.0,1.0,0.0,0.0,1.0,369.0,70.6
899,801,Richmond,523.0,162.0,47.0,38.0,1.0,248.0,41.0,26.0,47.0,0.0,114.0,0.0,0.0,1.0,0.0,1.0,363.0,69.4
892,702,Richmond,1943.0,290.0,406.0,156.0,0.0,852.0,112.0,218.0,200.0,0.0,530.0,14.0,13.0,4.0,0.0,31.0,1413.0,72.7
893,703,Richmond,4644.0,364.0,576.0,249.0,0.0,1189.0,343.0,780.0,517.0,7.0,1647.0,20.0,13.0,14.0,0.0,47.0,2883.0,62.1
898,709,Richmond,576.0,44.0,101.0,49.0,0.0,194.0,31.0,90.0,90.0,0.0,211.0,2.0,0.0,5.0,0.0,7.0,412.0,71.5
897,708,Richmond,305.0,19.0,110.0,31.0,1.0,161.0,9.0,43.0,21.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,234.0,76.7
843,101,Richmond,896.0,115.0,120.0,58.0,1.0,294.0,69.0,150.0,134.0,2.0,355.0,4.0,3.0,1.0,0.0,8.0,657.0,73.3
896,707,Richmond,2122.0,165.0,245.0,95.0,1.0,506.0,208.0,419.0,229.0,2.0,858.0,7.0,5.0,2.0,0.0,14.0,1378.0,64.9
847,105,Richmond,832.0,7.0,17.0,10.0,0.0,34.0,114.0,225.0,171.0,1.0,511.0,1.0,2.0,2.0,0.0,5.0,550.0,66.1
849,107,Richmond,1800.0,184.0,255.0,139.0,0.0,578.0,131.0,262.0,303.0,1.0,697.0,5.0,9.0,6.0,0.0,20.0,1295.0,71.9
877,406,Richmond,3221.0,58.0,82.0,64.0,1.0,205.0,319.0,1007.0,800.0,4.0,2130.0,9.0,10.0,4.0,0.0,23.0,2358.0,73.2
889,607,Richmond,1812.0,23.0,36.0,21.0,0.0,80.0,190.0,536.0,417.0,2.0,1145.0,3.0,3.0,4.0,0.0,10.0,1235.0,68.2
851,109,Richmond,1052.0,29.0,43.0,26.0,0.0,98.0,99.0,241.0,174.0,1.0,515.0,6.0,5.0,7.0,0.0,18.0,631.0,60.0
852,111,Richmond,1578.0,56.0,80.0,48.0,0.0,184.0,168.0,259.0,276.0,1.0,704.0,3.0,1.0,4.0,0.0,8.0,896.0,56.8
853,112,Richmond,882.0,22.0,83.0,97.0,0.0,202.0,44.0,129.0,161.0,2.0,336.0,1.0,3.0,2.0,0.0,6.0,544.0,61.7
854,114,Richmond,856.0,21.0,18.0,17.0,0.0,56.0,112.0,137.0,135.0,1.0,385.0,0.0,0.0,2.0,0.0,2.0,443.0,51.8
855,201,Richmond,581.0,16.0,8.0,9.0,1.0,34.0,246.0,273.0,226.0,4.0,749.0,5.0,4.0,1.0,0.0,10.0,793.0,136.5
856,115,Richmond,1332.0,43.0,41.0,24.0,0.0,108.0,42.0,46.0,58.0,0.0,146.0,6.0,2.0,0.0,0.0,8.0,262.0,19.7
857,202,Richmond,4492.0,217.0,290.0,220.0,0.0,727.0,499.0,741.0,541.0,9.0,1790.0,13.0,14.0,5.0,0.0,32.0,2549.0,56.7
888,605,Richmond,3880.0,235.0,318.0,202.0,0.0,755.0,312.0,644.0,549.0,3.0,1508.0,16.0,6.0,9.0,0.0,31.0,2294.0,59.1
876,405,Richmond,4424.0,56.0,118.0,90.0,0.0,264.0,341.0,1462.0,1109.0,5.0,2917.0,2.0,9.0,9.0,0.0,20.0,3201.0,72.4
850,108,Richmond,517.0,17.0,14.0,9.0,0.0,40.0,59.0,109.0,119.0,0.0,287.0,2.0,3.0,2.0,0.0,7.0,334.0,64.6
1206,CO,Rockdale,3862.0,101.0,239.0,111.0,2.0,453.0,290.0,969.0,453.0,2.0,1714.0,8.0,8.0,7.0,0.0,23.0,2190.0,56.7
1207,FI,Rockdale,6328.0,84.0,364.0,161.0,0.0,609.0,360.0,2181.0,1130.0,1.0,3672.0,10.0,15.0,8.0,0.0,33.0,4314.0,68.2
1208,FS,Rockdale,4038.0,85.0,312.0,174.0,0.0,571.0,219.0,1296.0,683.0,0.0,2198.0,4.0,11.0,3.0,0.0,18.0,2787.0,69.0
1212,LO,Rockdale,3943.0,348.0,615.0,236.0,1.0,1200.0,211.0,994.0,593.0,0.0,1798.0,8.0,4.0,9.0,0.0,21.0,3019.0,76.6
1205,BT,Rockdale,4007.0,463.0,818.0,315.0,4.0,1600.0,164.0,549.0,385.0,1.0,1099.0,16.0,12.0,10.0,0.0,38.0,2737.0,68.3
1210,HI,Rockdale,3515.0,139.0,524.0,172.0,0.0,835.0,161.0,963.0,487.0,0.0,1611.0,1.0,8.0,7.0,0.0,16.0,2462.0,70.0
1209,HC,Rockdale,2411.0,145.0,454.0,163.0,0.0,762.0,122.0,543.0,303.0,0.0,968.0,7.0,9.0,4.0,0.0,20.0,1750.0,72.6
1204,BA,Rockdale,4803.0,228.0,773.0,273.0,0.0,1274.0,250.0,1294.0,659.0,1.0,2204.0,10.0,19.0,5.0,0.0,34.0,3512.0,73.1
1218,SP,Rockdale,4781.0,100.0,470.0,187.0,2.0,759.0,264.0,1647.0,689.0,0.0,2600.0,7.0,7.0,12.0,0.0,26.0,3385.0,70.8
1214,MI,Rockdale,4226.0,109.0,329.0,119.0,0.0,557.0,245.0,1209.0,595.0,5.0,2054.0,6.0,16.0,9.0,0.0,31.0,2642.0,62.5
1215,OT,Rockdale,6135.0,69.0,309.0,174.0,1.0,553.0,394.0,1831.0,877.0,5.0,3107.0,8.0,15.0,5.0,0.0,28.0,3688.0,60.1
1216,RO,Rockdale,4633.0,131.0,504.0,199.0,0.0,834.0,252.0,1404.0,681.0,2.0,2339.0,7.0,15.0,6.0,0.0,28.0,3201.0,69.1
1217,SM,Rockdale,4308.0,96.0,487.0,178.0,2.0,763.0,200.0,1440.0,681.0,5.0,2326.0,7.0,15.0,11.0,0.0,33.0,3122.0,72.5
1219,ST,Rockdale,3334.0,117.0,571.0,238.0,3.0,929.0,138.0,852.0,482.0,1.0,1473.0,7.0,11.0,6.0,0.0,24.0,2426.0,72.8
1213,MA,Rockdale,3180.0,230.0,528.0,204.0,0.0,962.0,156.0,681.0,388.0,1.0,1226.0,15.0,14.0,6.0,0.0,35.0,2223.0,69.9
1211,LA,Rockdale,2001.0,81.0,169.0,101.0,0.0,351.0,117.0,395.0,343.0,0.0,855.0,5.0,10.0,7.0,0.0,22.0,1228.0,61.4
1859,Precinct One,Schley,2882.0,304.0,1341.0,154.0,1.0,1800.0,65.0,240.0,157.0,0.0,462.0,4.0,6.0,3.0,0.0,13.0,2275.0,78.9
1587,Screven Rec Dept,Screven,0.0,35.0,78.0,15.0,0.0,128.0,37.0,63.0,51.0,3.0,154.0,3.0,1.0,0.0,0.0,4.0,286.0,
1583,Jenk Hill Fire Sta,Screven,0.0,95.0,235.0,55.0,1.0,386.0,81.0,214.0,107.0,0.0,402.0,4.0,4.0,0.0,0.0,8.0,796.0,
1580,Sylvania,Screven,0.0,74.0,266.0,93.0,0.0,433.0,62.0,190.0,120.0,1.0,373.0,4.0,3.0,4.0,0.0,11.0,817.0,
1581,Hunters,Screven,0.0,89.0,101.0,30.0,8.0,228.0,26.0,52.0,49.0,1.0,128.0,0.0,2.0,0.0,0.0,2.0,358.0,
1582,Newington,Screven,0.0,230.0,227.0,49.0,0.0,506.0,74.0,114.0,65.0,0.0,253.0,2.0,0.0,0.0,0.0,2.0,761.0,
1584,Rocky Ford,Screven,0.0,112.0,138.0,43.0,0.0,293.0,20.0,36.0,30.0,0.0,86.0,2.0,1.0,0.0,0.0,3.0,382.0,
1591,Cooperville Fire Station,Screven,0.0,18.0,29.0,9.0,1.0,57.0,18.0,65.0,43.0,2.0,128.0,0.0,0.0,1.0,0.0,1.0,186.0,
1590,Jackson Fire Station,Screven,0.0,105.0,81.0,23.0,0.0,209.0,20.0,25.0,39.0,0.0,84.0,1.0,0.0,0.0,0.0,1.0,294.0,
1589,Sr Citizens Center,Screven,0.0,47.0,167.0,50.0,0.0,264.0,127.0,263.0,129.0,0.0,519.0,2.0,4.0,0.0,0.0,6.0,789.0,
1588,Greenhill Church,Screven,0.0,166.0,262.0,51.0,0.0,479.0,36.0,62.0,48.0,0.0,146.0,2.0,3.0,0.0,0.0,5.0,630.0,
1586,Hiltonia,Screven,0.0,90.0,211.0,26.0,0.0,327.0,85.0,120.0,81.0,0.0,286.0,2.0,2.0,0.0,0.0,4.0,617.0,
1585,Bay Branch,Screven,0.0,199.0,345.0,61.0,1.0,606.0,15.0,60.0,27.0,0.0,102.0,2.0,2.0,0.0,0.0,4.0,712.0,
1649,Precinct 5,Seminole,1227.0,337.0,328.0,87.0,0.0,752.0,26.0,35.0,36.0,0.0,97.0,3.0,1.0,0.0,0.0,4.0,853.0,69.5
1646,Precinct 2,Seminole,1122.0,101.0,336.0,55.0,0.0,492.0,44.0,156.0,57.0,0.0,257.0,1.0,0.0,1.0,0.0,2.0,751.0,66.9
1647,Precinct 3,Seminole,1174.0,34.0,50.0,5.0,0.0,89.0,132.0,297.0,101.0,0.0,530.0,5.0,0.0,0.0,0.0,5.0,624.0,53.2
1648,Precinct 4,Seminole,1121.0,248.0,311.0,60.0,0.0,619.0,47.0,83.0,25.0,0.0,155.0,3.0,0.0,0.0,0.0,3.0,777.0,69.3
1645,Precinct 1,Seminole,1292.0,224.0,365.0,70.0,0.0,659.0,45.0,120.0,50.0,0.0,215.0,3.0,2.0,0.0,0.0,5.0,879.0,68.0
2195,21,Spalding,4716.0,346.0,1180.0,679.0,29.0,2234.0,107.0,517.0,861.0,13.0,1498.0,7.0,10.0,9.0,0.0,26.0,3758.0,79.7
2181,5,Spalding,3715.0,163.0,442.0,201.0,69.0,875.0,237.0,527.0,332.0,94.0,1190.0,11.0,2.0,3.0,2.0,18.0,2083.0,56.1
2182,6,Spalding,2438.0,62.0,143.0,76.0,11.0,292.0,254.0,370.0,313.0,15.0,952.0,2.0,3.0,6.0,0.0,11.0,1255.0,51.5
2178,1,Spalding,2260.0,56.0,49.0,37.0,10.0,152.0,250.0,286.0,285.0,38.0,859.0,4.0,2.0,0.0,0.0,6.0,1017.0,45.0
2183,7,Spalding,1705.0,316.0,451.0,182.0,15.0,964.0,71.0,152.0,100.0,4.0,327.0,10.0,7.0,5.0,1.0,23.0,1314.0,77.1
2184,8,Spalding,1789.0,255.0,476.0,190.0,18.0,939.0,87.0,147.0,121.0,7.0,362.0,10.0,4.0,2.0,0.0,16.0,1317.0,73.6
2185,9,Spalding,1950.0,375.0,512.0,193.0,26.0,1106.0,46.0,76.0,78.0,6.0,206.0,6.0,5.0,2.0,0.0,13.0,1325.0,67.9
2186,10,Spalding,1981.0,272.0,471.0,158.0,9.0,910.0,139.0,228.0,155.0,15.0,537.0,7.0,4.0,1.0,0.0,12.0,1459.0,73.6
2187,11,Spalding,2506.0,414.0,597.0,164.0,20.0,1195.0,159.0,249.0,196.0,11.0,615.0,10.0,7.0,2.0,0.0,19.0,1829.0,73.0
2179,2,Spalding,1956.0,40.0,47.0,21.0,8.0,116.0,276.0,274.0,278.0,16.0,844.0,2.0,4.0,1.0,0.0,7.0,967.0,49.4
2194,20,Spalding,2190.0,469.0,593.0,169.0,21.0,1252.0,53.0,87.0,93.0,5.0,238.0,7.0,1.0,1.0,0.0,9.0,1499.0,68.4
2193,19,Spalding,2664.0,398.0,668.0,252.0,16.0,1334.0,129.0,225.0,174.0,9.0,537.0,7.0,2.0,5.0,0.0,14.0,1885.0,70.8
2192,17,Spalding,2011.0,259.0,383.0,94.0,19.0,755.0,106.0,150.0,133.0,8.0,397.0,4.0,4.0,0.0,1.0,9.0,1161.0,57.7
